date,2015_2ScienceCenter
2015-09-04 14:02:01,16.42
2015-09-04 15:02:01,16.921
2015-09-04 16:02:01,17.609
2015-09-04 17:02:01,18.36
2015-09-04 18:02:01,18.235
2015-09-04 19:02:01,17.672
2015-09-04 20:02:01,17.108
2015-09-04 21:02:01,16.545
2015-09-04 22:02:01,16.17
2015-09-04 23:02:01,15.857000000000001
2015-09-05 00:02:01,15.481
2015-09-05 01:02:01,15.293
2015-09-05 02:02:01,15.106
2015-09-05 03:02:01,14.918
2015-09-05 04:02:01,14.793
2015-09-05 05:02:01,14.605
2015-09-05 06:02:01,14.48
2015-09-05 07:02:01,14.354000000000001
2015-09-05 08:02:01,14.229000000000001
2015-09-05 09:02:01,14.165999999999999
2015-09-05 10:02:01,14.417
2015-09-05 11:02:01,14.354000000000001
2015-09-05 12:02:01,14.605
2015-09-05 13:02:01,15.168
2015-09-05 14:02:01,15.919
2015-09-05 15:02:01,16.608
2015-09-05 16:02:01,16.858
2015-09-05 17:02:01,18.047
2015-09-05 18:02:01,17.922
2015-09-05 19:02:01,17.359
2015-09-05 20:02:01,16.858
2015-09-05 21:02:01,16.295
2015-09-05 22:02:01,15.919
2015-09-05 23:02:01,15.544
2015-09-06 00:02:01,15.231
2015-09-06 01:02:01,14.918
2015-09-06 02:02:01,14.667
2015-09-06 03:02:01,14.48
2015-09-06 04:02:01,14.292
2015-09-06 05:02:01,14.165999999999999
2015-09-06 06:02:01,13.979000000000001
2015-09-06 07:02:01,13.853
2015-09-06 08:02:01,13.790999999999999
2015-09-06 09:02:01,13.728
2015-09-06 10:02:01,14.040999999999999
2015-09-06 11:02:01,13.979000000000001
2015-09-06 12:02:01,14.354000000000001
2015-09-06 13:02:01,14.918
2015-09-06 14:02:01,15.669
2015-09-06 15:02:01,16.795
2015-09-06 16:02:01,17.296
2015-09-06 17:02:01,18.047
2015-09-06 18:02:01,18.11
2015-09-06 19:02:01,17.672
2015-09-06 20:02:01,17.171
2015-09-06 21:02:01,16.608
2015-09-06 22:02:01,16.17
2015-09-06 23:02:01,15.794
2015-09-07 00:02:01,15.481
2015-09-07 01:02:01,15.231
2015-09-07 02:02:01,14.98
2015-09-07 03:02:01,14.73
2015-09-07 04:02:01,14.542
2015-09-07 05:02:01,14.354000000000001
2015-09-07 06:02:01,14.229000000000001
2015-09-07 07:02:01,14.104000000000001
2015-09-07 08:02:01,13.979000000000001
2015-09-07 09:02:01,13.915999999999999
2015-09-07 10:02:01,14.229000000000001
2015-09-07 11:02:01,14.104000000000001
2015-09-07 12:02:01,14.605
2015-09-07 13:02:01,15.419
2015-09-07 14:02:01,16.483
2015-09-07 15:02:01,17.672
2015-09-07 16:02:01,18.673
2015-09-07 17:02:01,19.048
2015-09-07 18:02:01,19.048
2015-09-07 19:02:01,18.548
2015-09-07 20:02:01,17.922
2015-09-07 21:02:01,17.359
2015-09-07 22:02:01,16.921
2015-09-07 23:02:01,16.545
2015-09-08 00:02:01,16.232
2015-09-08 01:02:01,15.919
2015-09-08 02:02:01,15.669
2015-09-08 03:02:01,15.356
2015-09-08 04:02:01,15.106
2015-09-08 05:02:01,14.855
2015-09-08 06:02:01,14.605
2015-09-08 07:02:01,14.417
2015-09-08 08:02:01,14.292
2015-09-08 09:02:01,14.229000000000001
2015-09-08 10:02:01,14.542
2015-09-08 11:02:01,14.417
2015-09-08 12:02:01,14.98
2015-09-08 13:02:01,15.857000000000001
2015-09-08 14:02:01,17.296
2015-09-08 15:02:01,18.485
2015-09-08 16:02:01,19.111
2015-09-08 17:02:01,19.361
2015-09-08 18:02:01,19.548
2015-09-08 19:02:01,18.923
2015-09-08 20:02:01,18.297
2015-09-08 21:02:01,17.734
2015-09-08 22:02:01,17.296
2015-09-08 23:02:01,16.858
2015-09-09 00:02:01,16.545
2015-09-09 01:02:01,16.17
2015-09-09 02:02:01,15.857000000000001
2015-09-09 03:02:01,15.606
2015-09-09 04:02:01,15.356
2015-09-09 05:02:01,15.106
2015-09-09 06:02:01,14.918
2015-09-09 07:02:01,14.667
2015-09-09 08:02:01,14.542
2015-09-09 09:02:01,14.48
2015-09-09 10:02:01,14.73
2015-09-09 11:02:01,14.667
2015-09-09 12:02:01,15.168
2015-09-09 13:02:01,16.357
2015-09-09 14:02:01,17.672
2015-09-09 15:02:01,18.86
2015-09-09 16:02:01,19.423
2015-09-09 17:02:01,19.986
2015-09-09 18:02:01,20.049
2015-09-09 19:02:01,19.548
2015-09-09 20:02:01,18.985
2015-09-09 21:02:01,18.422
2015-09-09 22:02:01,17.859
2015-09-09 23:02:01,17.484
2015-09-10 00:02:01,17.108
2015-09-10 01:02:01,16.795
2015-09-10 02:02:01,16.483
2015-09-10 03:02:01,16.232
2015-09-10 04:02:01,15.919
2015-09-10 05:02:01,15.606
2015-09-10 06:02:01,15.356
2015-09-10 07:02:01,15.106
2015-09-10 08:02:01,14.98
2015-09-10 09:02:01,14.855
2015-09-10 10:02:01,15.043
2015-09-10 11:02:01,14.98
2015-09-10 12:02:01,15.481
2015-09-10 13:02:01,16.921
2015-09-10 14:02:01,18.172
2015-09-10 15:02:01,19.173
2015-09-10 16:02:01,19.924
2015-09-10 17:02:01,20.362000000000002
2015-09-10 18:02:01,20.299
2015-09-10 19:02:01,19.736
2015-09-10 20:02:01,19.048
2015-09-10 21:02:01,18.485
2015-09-10 22:02:01,17.984
2015-09-10 23:02:01,17.546
2015-09-11 00:02:01,17.234
2015-09-11 01:02:01,16.858
2015-09-11 02:02:01,16.545
2015-09-11 03:02:01,16.295
2015-09-11 04:02:01,15.982000000000001
2015-09-11 05:02:01,15.669
2015-09-11 06:02:01,15.419
2015-09-11 07:02:01,15.168
2015-09-11 08:02:01,14.98
2015-09-11 09:02:01,14.855
2015-09-11 10:02:01,15.043
2015-09-11 11:02:01,15.043
2015-09-11 12:02:01,15.419
2015-09-11 13:02:01,16.608
2015-09-11 14:02:01,17.609
2015-09-11 15:02:01,18.673
2015-09-11 16:02:01,19.486
2015-09-11 17:02:01,20.111
2015-09-11 18:02:01,20.299
2015-09-11 19:02:01,19.674
2015-09-11 20:02:01,18.923
2015-09-11 21:02:01,18.36
2015-09-11 22:02:01,17.859
2015-09-11 23:02:01,17.359
2015-09-12 00:02:01,16.983
2015-09-12 01:02:01,16.67
2015-09-12 02:02:01,16.357
2015-09-12 03:02:01,16.107
2015-09-12 04:02:01,15.857000000000001
2015-09-12 05:02:01,15.669
2015-09-12 06:02:01,15.419
2015-09-12 07:02:01,15.231
2015-09-12 08:02:01,15.106
2015-09-12 09:02:01,15.168
2015-09-12 10:02:01,15.293
2015-09-12 11:02:01,15.544
2015-09-12 12:02:01,15.857000000000001
2015-09-12 13:02:01,16.795
2015-09-12 14:02:01,17.484
2015-09-12 15:02:01,18.36
2015-09-12 16:02:01,19.048
2015-09-12 17:02:01,18.798
2015-09-12 18:02:01,18.923
2015-09-12 19:02:01,18.735
2015-09-12 20:02:01,18.36
2015-09-12 21:02:01,18.11
2015-09-12 22:02:01,17.797
2015-09-12 23:02:01,17.546
2015-09-13 00:02:01,17.296
2015-09-13 01:02:01,17.108
2015-09-13 02:02:01,16.921
2015-09-13 03:02:01,16.795
2015-09-13 04:02:01,16.67
2015-09-13 05:02:01,16.608
2015-09-13 06:02:01,16.483
2015-09-13 07:02:01,16.42
2015-09-13 08:02:01,16.295
2015-09-13 09:02:01,16.232
2015-09-13 10:02:01,16.232
2015-09-13 11:02:01,16.295
2015-09-13 12:02:01,16.42
2015-09-13 13:02:01,16.483
2015-09-13 14:02:01,16.608
2015-09-13 15:02:01,16.733
2015-09-13 16:02:01,17.046
2015-09-13 17:02:01,17.296
2015-09-13 18:02:01,17.359
2015-09-13 19:02:01,17.234
2015-09-13 20:02:01,17.108
2015-09-13 21:02:01,16.921
2015-09-13 22:02:01,16.795
2015-09-13 23:02:01,16.67
2015-09-14 00:02:01,16.608
2015-09-14 01:02:01,16.483
2015-09-14 02:02:01,16.357
2015-09-14 03:02:01,16.295
2015-09-14 04:02:01,16.232
2015-09-14 05:02:01,16.17
2015-09-14 06:02:01,16.107
2015-09-14 07:02:01,16.044
2015-09-14 08:02:01,15.982000000000001
2015-09-14 09:02:01,15.982000000000001
2015-09-14 10:02:01,15.919
2015-09-14 11:02:01,15.919
2015-09-14 12:02:01,15.919
2015-09-14 13:02:01,15.919
2015-09-14 14:02:01,15.982000000000001
2015-09-14 15:02:01,16.044
2015-09-14 16:02:01,16.044
2015-09-14 17:02:01,15.982000000000001
2015-09-14 18:02:01,15.982000000000001
2015-09-14 19:02:01,15.919
2015-09-14 20:02:01,15.857000000000001
2015-09-14 21:02:01,15.794
2015-09-14 22:02:01,15.669
2015-09-14 23:02:01,15.606
2015-09-15 00:02:01,15.419
2015-09-15 01:02:01,15.293
2015-09-15 02:02:01,15.168
2015-09-15 03:02:01,15.043
2015-09-15 04:02:01,14.918
2015-09-15 05:02:01,14.793
2015-09-15 06:02:01,14.667
2015-09-15 07:02:01,14.542
2015-09-15 08:02:01,14.48
2015-09-15 09:02:01,14.48
2015-09-15 10:02:01,14.542
2015-09-15 11:02:01,14.855
2015-09-15 12:02:01,14.98
2015-09-15 13:02:01,15.106
2015-09-15 14:02:01,15.168
2015-09-15 15:02:01,15.168
2015-09-15 16:02:01,15.168
2015-09-15 17:02:01,15.106
2015-09-15 18:02:01,15.043
2015-09-15 19:02:01,14.918
2015-09-15 20:02:01,14.793
2015-09-15 21:02:01,14.605
2015-09-15 22:02:01,14.417
2015-09-15 23:02:01,14.292
2015-09-16 00:02:01,14.165999999999999
2015-09-16 01:02:01,13.979000000000001
2015-09-16 02:02:01,13.853
2015-09-16 03:02:01,13.728
2015-09-16 04:02:01,13.665999999999999
2015-09-16 05:02:01,13.54
2015-09-16 06:02:01,13.478
2015-09-16 07:02:01,13.415
2015-09-16 08:02:01,13.415
2015-09-16 09:02:01,13.415
2015-09-16 10:02:01,13.353
2015-09-16 11:02:01,13.415
2015-09-16 12:02:01,13.353
2015-09-16 13:02:01,13.415
2015-09-16 14:02:01,13.415
2015-09-16 15:02:01,13.353
2015-09-16 16:02:01,13.29
2015-09-16 17:02:01,13.227
2015-09-16 18:02:01,13.102
2015-09-16 19:02:01,12.914000000000001
2015-09-16 20:02:01,12.725999999999999
2015-09-16 21:02:01,12.600999999999999
2015-09-16 22:02:01,12.475999999999999
2015-09-16 23:02:01,12.413
2015-09-17 00:02:01,12.413
2015-09-17 01:02:01,12.350999999999999
2015-09-17 02:02:01,12.350999999999999
2015-09-17 03:02:01,12.350999999999999
2015-09-17 04:02:01,12.350999999999999
2015-09-17 05:02:01,12.288
2015-09-17 06:02:01,12.350999999999999
2015-09-17 07:02:01,12.350999999999999
2015-09-17 08:02:01,12.413
2015-09-17 09:02:01,12.538
2015-09-17 10:02:01,12.600999999999999
2015-09-17 11:02:01,12.725999999999999
2015-09-17 12:02:01,12.914000000000001
2015-09-17 13:02:01,13.039000000000001
2015-09-17 14:02:01,13.227
2015-09-17 15:02:01,13.603
2015-09-17 16:02:01,25.301
2015-09-17 17:02:01,23.988000000000003
2015-09-17 18:02:01,19.986
2015-09-17 19:02:01,18.86
2015-09-17 20:02:01,18.798
2015-09-17 21:02:01,19.986
2015-09-17 22:02:01,21.487
2015-09-17 23:02:01,22.488000000000003
2015-09-18 00:02:01,22.613000000000003
2015-09-18 01:02:01,22.363000000000003
2015-09-18 02:02:01,21.925
2015-09-18 03:02:01,21.3
2015-09-18 04:02:01,20.549
2015-09-18 05:02:01,19.861
2015-09-18 06:02:01,19.111
2015-09-18 07:02:01,18.422
2015-09-18 08:02:01,17.797
2015-09-18 09:02:01,17.296
2015-09-18 10:02:01,16.858
2015-09-18 11:02:01,16.357
2015-09-18 12:02:01,16.483
2015-09-18 13:02:01,17.296
2015-09-18 14:02:01,18.172
2015-09-18 15:02:01,18.985
2015-09-18 16:02:01,19.861
2015-09-18 17:02:01,20.362000000000002
2015-09-18 18:02:01,20.549
2015-09-18 19:02:01,20.549
2015-09-18 20:02:01,21.05
2015-09-18 21:02:01,22.863000000000003
2015-09-18 22:02:01,26.426
2015-09-18 23:02:01,23.613000000000003
2015-09-19 00:02:01,21.425
2015-09-19 01:02:01,20.549
2015-09-19 02:02:01,19.986
2015-09-19 03:02:01,19.361
2015-09-19 04:02:01,18.735
2015-09-19 05:02:01,18.047
2015-09-19 06:02:01,17.359
2015-09-19 07:02:01,16.608
2015-09-19 08:02:01,15.857000000000001
2015-09-19 09:02:01,15.356
2015-09-19 10:02:01,14.918
2015-09-19 11:02:01,14.667
2015-09-19 12:02:01,14.855
2015-09-19 13:02:01,15.794
2015-09-19 14:02:01,16.795
2015-09-19 15:02:01,17.797
2015-09-19 16:02:01,18.985
2015-09-19 17:02:01,20.049
2015-09-19 18:02:01,20.862
2015-09-19 19:02:01,21.3
2015-09-19 20:02:01,21.487
2015-09-19 21:02:01,21.55
2015-09-19 22:02:01,21.612
2015-09-19 23:02:01,21.55
2015-09-20 00:02:01,21.362
2015-09-20 01:02:01,20.987
2015-09-20 02:02:01,20.424
2015-09-20 03:02:01,19.674
2015-09-20 04:02:01,18.923
2015-09-20 05:02:01,18.172
2015-09-20 06:02:01,17.421
2015-09-20 07:02:01,16.733
2015-09-20 08:02:01,17.046
2015-09-20 09:02:01,16.42
2015-09-20 10:02:01,15.731
2015-09-20 11:02:01,15.356
2015-09-20 12:02:01,15.606
2015-09-20 13:02:01,16.17
2015-09-20 14:02:01,17.108
2015-09-20 15:02:01,18.61
2015-09-20 16:02:01,20.987
2015-09-20 17:02:01,23.926
2015-09-20 18:02:01,26.676
2015-09-20 19:02:01,27.863000000000003
2015-09-20 20:02:01,27.988000000000003
2015-09-20 21:02:01,27.675
2015-09-20 22:02:01,27.051
2015-09-20 23:02:01,26.551
2015-09-21 00:02:01,26.238000000000003
2015-09-21 01:02:01,25.926
2015-09-21 02:02:01,25.676
2015-09-21 03:02:01,25.363000000000003
2015-09-21 04:02:01,25.051
2015-09-21 05:02:01,24.676
2015-09-21 06:02:01,24.363000000000003
2015-09-21 07:02:01,24.051
2015-09-21 08:02:01,23.801
2015-09-21 09:02:01,23.551
2015-09-21 10:02:01,23.363000000000003
2015-09-21 11:02:01,23.238000000000003
2015-09-21 12:02:01,23.301
2015-09-21 13:02:01,23.363000000000003
2015-09-21 14:02:01,23.551
2015-09-21 15:02:01,24.051
2015-09-21 16:02:01,25.051
2015-09-21 17:02:01,25.426
2015-09-21 18:02:01,25.488000000000003
2015-09-21 19:02:01,24.238000000000003
2015-09-21 20:02:01,23.176
2015-09-21 21:02:01,22.363000000000003
2015-09-21 22:02:01,21.8
2015-09-21 23:02:01,21.425
2015-09-22 00:02:01,21.3
2015-09-22 01:02:01,21.362
2015-09-22 02:02:01,21.3
2015-09-22 03:02:01,21.05
2015-09-22 04:02:01,20.674
2015-09-22 05:02:01,20.362000000000002
2015-09-22 06:02:01,20.049
2015-09-22 07:02:01,19.736
2015-09-22 08:02:01,19.674
2015-09-22 09:02:01,19.674
2015-09-22 10:02:01,19.799
2015-09-22 11:02:01,20.049
2015-09-22 12:02:01,20.237000000000002
2015-09-22 13:02:01,20.299
2015-09-22 14:02:01,20.362000000000002
2015-09-22 15:02:01,20.674
2015-09-22 16:02:01,20.737
2015-09-22 17:02:01,20.737
2015-09-22 18:02:01,20.612
2015-09-22 19:02:01,20.237000000000002
2015-09-22 20:02:01,19.861
2015-09-22 21:02:01,19.611
2015-09-22 22:02:01,19.548
2015-09-22 23:02:01,19.361
2015-09-23 00:02:01,19.111
2015-09-23 01:02:01,18.923
2015-09-23 02:02:01,18.673
2015-09-23 03:02:01,18.422
2015-09-23 04:02:01,17.984
2015-09-23 05:02:01,17.672
2015-09-23 06:02:01,17.359
2015-09-23 07:02:01,16.858
2015-09-23 08:02:01,16.733
2015-09-23 09:02:01,17.359
2015-09-23 10:02:01,17.922
2015-09-23 11:02:01,18.36
2015-09-23 12:02:01,18.798
2015-09-23 13:02:01,19.236
2015-09-23 14:02:01,19.611
2015-09-23 15:02:01,19.799
2015-09-23 16:02:01,20.049
2015-09-23 17:02:01,20.237000000000002
2015-09-23 18:02:01,20.487
2015-09-23 19:02:01,20.362000000000002
2015-09-23 20:02:01,20.362000000000002
2015-09-23 21:02:01,20.424
2015-09-23 22:02:01,20.424
2015-09-23 23:02:01,20.424
2015-09-24 00:02:01,20.299
2015-09-24 01:02:01,19.924
2015-09-24 02:02:01,19.674
2015-09-24 03:02:01,19.423
2015-09-24 04:02:01,19.236
2015-09-24 05:02:01,19.111
2015-09-24 06:02:01,19.048
2015-09-24 07:02:01,18.985
2015-09-24 08:02:01,18.923
2015-09-24 09:02:01,19.298
2015-09-24 10:02:01,19.799
2015-09-24 11:02:01,20.799
2015-09-24 12:02:01,21.362
2015-09-24 13:02:01,21.863000000000003
2015-09-24 14:02:01,22.488000000000003
2015-09-24 15:02:01,23.113000000000003
2015-09-24 16:02:01,23.738000000000003
2015-09-24 17:02:01,24.363000000000003
2015-09-24 18:02:01,24.551
2015-09-24 19:02:01,24.426
2015-09-24 20:02:01,24.176
2015-09-24 21:02:01,23.676
2015-09-24 22:02:01,23.176
2015-09-24 23:02:01,22.738000000000003
2015-09-25 00:02:01,22.425
2015-09-25 01:02:01,22.05
2015-09-25 02:02:01,21.487
2015-09-25 03:02:01,21.05
2015-09-25 04:02:01,20.674
2015-09-25 05:02:01,20.237000000000002
2015-09-25 06:02:01,19.799
2015-09-25 07:02:01,19.486
2015-09-25 08:02:01,19.361
2015-09-25 09:02:01,19.799
2015-09-25 10:02:01,20.612
2015-09-25 11:02:01,21.237
2015-09-25 12:02:01,21.737
2015-09-25 13:02:01,22.113000000000003
2015-09-25 14:02:01,22.363000000000003
2015-09-25 15:02:01,22.488000000000003
2015-09-25 16:02:01,22.675
2015-09-25 17:02:01,22.8
2015-09-25 18:02:01,22.925
2015-09-25 19:02:01,22.988000000000003
2015-09-25 20:02:01,22.925
2015-09-25 21:02:01,22.8
2015-09-25 22:02:01,22.613000000000003
2015-09-25 23:02:01,22.3
2015-09-26 00:02:01,22.05
2015-09-26 01:02:01,21.863000000000003
2015-09-26 02:02:01,21.425
2015-09-26 03:02:01,21.112
2015-09-26 04:02:01,20.799
2015-09-26 05:02:01,20.362000000000002
2015-09-26 06:02:01,19.986
2015-09-26 07:02:01,19.736
2015-09-26 08:02:01,19.611
2015-09-26 09:02:01,20.049
2015-09-26 10:02:01,20.549
2015-09-26 11:02:01,21.05
2015-09-26 12:02:01,21.112
2015-09-26 13:02:01,21.362
2015-09-26 14:02:01,21.612
2015-09-26 15:02:01,21.8
2015-09-26 16:02:01,21.925
2015-09-26 17:02:01,21.925
2015-09-26 18:02:01,21.8
2015-09-26 19:02:01,21.362
2015-09-26 20:02:01,20.737
2015-09-26 21:02:01,20.549
2015-09-26 22:02:01,20.549
2015-09-26 23:02:01,20.424
2015-09-27 00:02:01,20.174
2015-09-27 01:02:01,19.861
2015-09-27 02:02:01,19.799
2015-09-27 03:02:01,19.674
2015-09-27 04:02:01,19.486
2015-09-27 05:02:01,19.236
2015-09-27 06:02:01,19.048
2015-09-27 07:02:01,18.86
2015-09-27 08:02:01,18.673
2015-09-27 09:02:01,18.86
2015-09-27 10:02:01,19.236
2015-09-27 11:02:01,19.548
2015-09-27 12:02:01,19.861
2015-09-27 13:02:01,20.111
2015-09-27 14:02:01,20.362000000000002
2015-09-27 15:02:01,20.549
2015-09-27 16:02:01,20.674
2015-09-27 17:02:01,20.737
2015-09-27 18:02:01,20.674
2015-09-27 19:02:01,20.299
2015-09-27 20:02:01,20.174
2015-09-27 21:02:01,20.237000000000002
2015-09-27 22:02:01,20.174
2015-09-27 23:02:01,20.049
2015-09-28 00:02:01,19.924
2015-09-28 01:02:01,19.799
2015-09-28 02:02:01,19.548
2015-09-28 03:02:01,19.361
2015-09-28 04:02:01,19.111
2015-09-28 05:02:01,18.86
2015-09-28 06:02:01,18.673
2015-09-28 07:02:01,18.485
2015-09-28 08:02:01,18.36
2015-09-28 09:02:01,18.172
2015-09-28 10:02:01,18.047
2015-09-28 11:02:01,17.922
2015-09-28 12:02:01,17.797
2015-09-28 13:02:01,17.797
2015-09-28 14:02:01,17.922
2015-09-28 15:02:01,17.984
2015-09-28 16:02:01,18.235
