date,2015_2ScienceCenter,2015_3Petes,2015_4Lowerwalker,2015_7Whitehouse,2015_8Tenmileconfluence,2015_9Hunters,2015_5Wilderness
2015-04-11 07:00:00,13.039,11.558,12.427,12.61,12.429,13.897,13.265999999999998
2015-04-11 08:00:00,12.726,13.313,13.116,14.929,12.993,12.831,12.827
2015-04-11 09:00:00,14.855,15.443,15.12,16.37,14.872,14.838,14.769
2015-04-11 10:00:00,16.295,16.695,16.435,17.434,16.25,16.404,16.334
2015-04-11 11:00:00,17.359,17.509,17.624000000000006,17.497,17.314,17.783,17.711
2015-04-11 12:00:00,17.546,17.697,17.874000000000006,17.622,17.564,17.908,17.774
2015-04-11 13:00:00,17.546,17.322,17.373,17.747,17.502,17.344,17.336
2015-04-11 14:00:00,18.11,18.574,18.187,18.811,16.312,14.649,17.336
2015-04-11 15:00:00,18.985,19.074,18.938,18.937,16.875999999999998,18.409,18.838
2015-04-11 16:00:00,18.923,18.824,18.875,18.749,17.564,18.534,20.652
2015-04-11 17:00:00,18.735,18.511,18.75,17.998,18.378,19.724,20.715
2015-04-11 18:00:00,17.734,17.384,17.686,16.62,12.304,18.597,17.774
2015-04-11 19:00:00,16.232,16.194000000000006,16.247,15.242,12.179,15.84,15.082
2015-04-11 20:00:00,14.73,14.628,14.682,13.488,12.116,13.333,11.762
2015-04-11 21:00:00,12.977,12.999,12.928,11.858,12.053,14.211,14.142
2015-04-11 22:00:00,11.536,11.62,11.362,10.479,11.928,14.273,14.393
2015-04-11 23:00:00,10.096,10.304,9.984,9.224,11.74,12.894,13.015
2015-04-12 00:00:00,8.905,9.175,8.793,8.158,11.552,11.89,12.013
2015-04-12 01:00:00,7.903,8.234,7.791,7.405,11.427,11.137,11.261
2015-04-12 02:00:00,7.276,7.795,7.226,7.217,11.302,10.761,10.947
2015-04-12 03:00:00,7.087999999999999,7.544,7.101,7.029,11.175999999999998,10.51,10.697
2015-04-12 04:00:00,6.9,7.292999999999998,6.976,6.84,10.988,10.321,10.446
2015-04-12 05:00:00,6.649,6.979,6.725,6.464,10.8,10.007,10.133
2015-04-12 06:00:00,6.273,6.539,6.349,6.024,10.612,9.631,9.757
2015-04-12 07:00:00,5.834,6.1629999999999985,5.91,5.773,10.487,9.254,9.381
2015-04-12 08:00:00,5.771,6.351,5.847,6.0870000000000015,10.362,9.694,9.757
2015-04-12 09:00:00,6.148,6.791,6.1610000000000005,7.405,10.299,7.056,7.312
2015-04-12 10:00:00,9.031,13.187,11.925999999999998,13.174,10.424,14.963,12.639
2015-04-12 11:00:00,14.793,15.755999999999998,16.184,15.367,10.675,17.469,14.769
2015-04-12 12:00:00,16.044,16.508,16.81,16.244,11.114,25.291,18.212
2015-04-12 13:00:00,16.921,17.447,17.749000000000006,17.998,11.552,19.16,18.274
2015-04-12 14:00:00,18.047,18.949,19.563,21.565,12.179,18.597,10.947
2015-04-12 15:00:00,21.237,22.265,23.504,25.566,12.931,20.162,11.198
2015-04-12 16:00:00,25.301,27.577,28.878,28.066,13.432,23.103,11.135
2015-04-12 17:00:00,26.988000000000003,26.328000000000007,27.066,26.754,13.62,24.041,10.947
2015-04-12 18:00:00,26.488000000000003,26.453000000000007,26.754,26.754,13.557,25.041,10.759
2015-04-12 19:00:00,25.926,24.141,25.316,23.191,13.369000000000002,23.165,10.697
2015-04-12 20:00:00,22.738000000000003,22.64,22.628,22.19,13.244000000000002,22.665,10.822
2015-04-12 21:00:00,22.113000000000003,21.89,21.628,21.502,13.056,22.415,11.01
2015-04-12 22:00:00,21.675,21.452,21.127,21.002,12.931,21.914,11.198
2015-04-12 23:00:00,21.3,20.951,20.564,20.564,12.617,21.476,11.323
2015-04-13 00:00:00,20.862,20.513,20.127,20.063,12.429,20.976,11.198
2015-04-13 01:00:00,20.362,20.075,19.563,19.625,12.179,20.475,11.01
2015-04-13 02:00:00,19.924,19.575,19.063,19.124,11.928,20.037,10.822
2015-04-13 03:00:00,19.486,19.137,18.562,18.749,11.678,19.536,10.634
2015-04-13 04:00:00,19.048,18.761,18.187,18.436,11.427,19.098,10.509
2015-04-13 05:00:00,18.798,18.574,17.999000000000006,18.311,11.175999999999998,18.722,10.383
2015-04-13 06:00:00,18.735,18.386,17.812,18.185,10.925999999999998,18.472,10.258
2015-04-13 07:00:00,18.548,18.198,17.686,18.123,10.738,18.221,10.133
2015-04-13 08:00:00,18.36,18.261,17.874000000000006,18.436,10.612,18.096,10.007
2015-04-13 09:00:00,18.485,18.511,18.25,18.624,10.612,18.221,9.882
2015-04-13 10:00:00,18.735,18.761,18.688,18.874,10.8,18.472,9.819
2015-04-13 11:00:00,18.985,19.199,19.188,19.312,11.175999999999998,18.785,9.882
2015-04-13 12:00:00,19.361,19.45,19.563,19.562,11.49,19.661,10.133
2015-04-13 13:00:00,19.674,19.7,19.814,19.75,11.928,19.912,10.697
2015-04-13 14:00:00,19.799,19.825,19.939,19.813,12.429,20.099,11.261
2015-04-13 15:00:00,19.861,19.825,19.876,19.813,13.119000000000002,20.162,11.449000000000002
2015-04-13 16:00:00,19.861,19.825,19.876,19.813,13.557,20.162,11.386
2015-04-13 17:00:00,19.799,19.763,19.751,19.75,13.682,20.099,11.073
2015-04-13 18:00:00,19.799,19.763,19.689,19.813,13.557,19.974,10.885
2015-04-13 19:00:00,19.861,19.888,19.939,19.938,13.369000000000002,20.099,10.759
2015-04-13 20:00:00,20.049,20.138,20.252,20.126,13.244000000000002,20.287,10.759
2015-04-13 21:00:00,20.111,20.138,20.189,19.875,13.056,20.162,10.885
2015-04-13 22:00:00,19.799,19.95,19.751,19.813,12.805,19.661,11.01
2015-04-13 23:00:00,19.736,19.888,19.689,19.75,12.555,19.536,11.073
2015-04-14 00:00:00,19.674,19.825,19.563,19.562,12.304,19.286,11.01
2015-04-14 01:00:00,19.423,19.575,19.251,19.312,11.991,18.847,10.822
2015-04-14 02:00:00,19.111,19.199,18.813,18.874,11.803,18.472,10.571
2015-04-14 03:00:00,18.61,18.824,18.312,18.686,11.615,17.908,10.383
2015-04-14 04:00:00,18.485,18.699,18.25,18.624,11.364,17.908,10.195
2015-04-14 05:00:00,18.485,18.574,18.187,18.373,11.175999999999998,17.845,10.07
2015-04-14 06:00:00,18.235,18.386,17.937,18.373,10.925999999999998,17.532,9.945
2015-04-14 07:00:00,18.36,18.511,18.312,18.498,10.738,17.657,9.819
2015-04-14 08:00:00,18.485,18.636,18.5,18.561,10.612,18.284,9.694
2015-04-14 09:00:00,18.485,18.636,18.5,18.624,10.55,18.597,9.569
2015-04-14 10:00:00,18.61,18.699,18.688,18.686,10.738,19.098,9.506
2015-04-14 11:00:00,18.735,18.824,18.813,18.811,10.925999999999998,19.661,9.443
2015-04-14 12:00:00,18.798,18.886,18.875,18.874,11.175999999999998,19.849,9.631
2015-04-14 13:00:00,18.86,18.949,18.875,18.937,11.615,20.037,10.195
2015-04-14 14:00:00,18.985,19.012,19.0,19.062,12.116,20.287,10.634
2015-04-14 15:00:00,19.111,19.199,19.126,19.187,12.68,20.412,10.822
2015-04-14 16:00:00,19.236,19.325,19.313,19.312,13.056,20.475,10.759
2015-04-14 17:00:00,19.361,19.45,19.438,19.437,13.181,20.475,10.509
2015-04-14 18:00:00,19.486,19.512,19.501,19.562,12.993,20.412,10.321
2015-04-14 19:00:00,19.611,19.7,19.689,19.625,12.743,20.538,10.133
2015-04-14 20:00:00,19.674,19.7,19.751,19.625,12.555,20.162,10.07
2015-04-14 21:00:00,19.674,19.763,19.751,19.688,12.367,20.037,10.133
2015-04-14 22:00:00,19.736,19.763,19.814,19.688,12.241,19.786,10.195
2015-04-14 23:00:00,19.674,19.7,19.626,19.562,11.991,18.847,10.321
2015-04-15 00:00:00,19.611,19.512,19.438,19.437,11.678,18.346,10.258
2015-04-15 01:00:00,19.423,19.325,19.251,19.249,11.427,17.72,10.07
2015-04-15 02:00:00,19.236,19.199,19.063,19.124,11.175999999999998,17.407,9.819
2015-04-15 03:00:00,19.048,19.012,18.938,18.999,10.988,17.344,9.631
2015-04-15 04:00:00,18.923,18.886,18.813,18.811,10.738,17.219,9.381
2015-04-15 05:00:00,18.798,18.761,18.688,18.749,10.55,17.219,9.255
2015-04-15 06:00:00,18.735,18.699,18.562,18.624,10.299,17.094,9.067
2015-04-15 07:00:00,18.61,18.574,18.5,18.561,10.111,17.281,8.942
2015-04-15 08:00:00,18.485,18.511,18.437,18.436,9.923,18.221,8.816
2015-04-15 09:00:00,18.422,18.448,18.375,18.373,9.86,18.847,8.754
2015-04-15 10:00:00,18.235,18.323,18.124,18.185,10.048,18.158,8.691
2015-04-15 11:00:00,18.047,18.198,17.999000000000006,18.123,10.362,18.472,8.754
2015-04-15 12:00:00,18.11,18.198,18.062,18.123,10.8,19.098,9.067
2015-04-15 13:00:00,18.11,18.261,18.124,18.185,11.239,19.599,9.694
2015-04-15 14:00:00,18.235,18.386,18.312,18.373,11.866,19.974,10.258
2015-04-15 15:00:00,18.422,18.574,18.562,18.561,12.617,20.287,10.571
2015-04-15 16:00:00,18.61,18.761,18.75,18.686,13.119000000000002,20.475,10.571
2015-04-15 17:00:00,18.798,18.949,18.938,18.874,13.369000000000002,20.538,10.383
2015-04-15 18:00:00,18.923,19.137,19.126,19.062,13.306,20.538,10.133
2015-04-15 19:00:00,19.111,19.262,19.251,19.187,13.119000000000002,20.475,10.007
2015-04-15 20:00:00,19.173,19.387,19.376,19.312,12.993,20.225,10.007
2015-04-15 21:00:00,19.298,19.512,19.501,19.375,12.868,20.037,10.07
2015-04-15 22:00:00,19.423,19.575,19.563,19.5,12.743,19.599,10.321
2015-04-15 23:00:00,19.423,19.575,19.563,19.5,12.555,19.16,10.509
2015-04-16 00:00:00,19.423,19.575,19.501,19.5,12.304,18.91,10.509
2015-04-16 01:00:00,19.361,19.512,19.376,19.375,11.991,18.472,10.509
2015-04-16 02:00:00,19.236,19.325,19.126,19.187,11.803,17.845,10.383
2015-04-16 03:00:00,18.985,19.074,18.813,18.999,11.552,17.281,10.195
2015-04-16 04:00:00,18.798,18.886,18.625,18.874,11.364,16.968,10.007
2015-04-16 05:00:00,18.61,18.699,18.5,18.686,11.114,17.031,9.819
2015-04-16 06:00:00,18.422,18.574,18.312,18.498,10.863,17.219,9.694
2015-04-16 07:00:00,18.36,18.448,18.312,18.436,10.612,17.469,9.569
2015-04-16 08:00:00,18.36,18.448,18.375,18.436,10.424,18.722,9.506
2015-04-16 09:00:00,18.422,18.511,18.5,18.498,10.362,26.791,9.443
2015-04-16 10:00:00,18.485,18.574,18.562,18.436,10.55,21.351,9.443
2015-04-16 11:00:00,18.422,18.574,18.562,18.373,10.925999999999998,20.287,9.569
2015-04-16 12:00:00,18.36,18.636,18.688,18.498,11.427,20.099,9.882
2015-04-16 13:00:00,18.485,18.761,18.875,18.686,11.928,20.287,10.509
2015-04-16 14:00:00,18.673,19.012,19.126,18.937,12.555,20.6,11.073
2015-04-16 15:00:00,18.923,19.262,19.376,19.187,13.369000000000002,20.85,11.386
2015-04-16 16:00:00,19.236,19.512,19.626,19.437,13.87,21.038,11.449000000000002
2015-04-16 17:00:00,19.548,19.763,19.939,19.75,14.183,21.226,11.323
2015-04-16 18:00:00,19.861,20.075,20.252,20.063,14.183,21.476,11.073
2015-04-16 19:00:00,20.174,20.388,20.564,20.376,13.995,21.726,10.885
2015-04-16 20:00:00,20.487,20.701,20.877,20.689,13.808,21.914,10.822
2015-04-16 21:00:00,20.799,20.889,21.127,20.814,13.682,21.977,10.885
2015-04-16 22:00:00,20.925,21.076,21.19,20.876,13.557,21.977,11.073
2015-04-16 23:00:00,20.925,20.951,20.877,20.814,13.369000000000002,21.664,11.261
2015-04-17 00:00:00,20.799,20.826,20.815,20.751,13.119000000000002,21.414,11.323
2015-04-17 01:00:00,20.674,20.764,20.689,20.626,12.805,21.038,11.323
2015-04-17 02:00:00,20.549,20.639,20.564,20.501,12.555,20.6,11.198
2015-04-17 03:00:00,20.424,20.513,20.439,20.376,12.304,20.162,11.01
2015-04-17 04:00:00,20.237,20.326,20.252,20.251,12.116,19.786,10.759
2015-04-17 05:00:00,20.049,20.138,20.064,20.063,11.866,19.411,10.634
2015-04-17 06:00:00,19.861,20.013,19.939,19.938,11.615,19.035,10.446
2015-04-17 07:00:00,19.736,19.888,19.814,19.813,11.364,18.785,10.321
2015-04-17 08:00:00,19.674,19.888,19.939,19.875,11.175999999999998,18.91,10.195
2015-04-17 09:00:00,19.861,20.013,20.064,20.0,11.050999999999998,19.724,10.133
2015-04-17 10:00:00,19.986,20.075,20.127,20.063,11.239,19.974,10.133
2015-04-17 11:00:00,20.049,20.138,20.189,20.188,11.615,20.037,10.195
2015-04-17 12:00:00,20.362,20.326,20.377,20.376,12.116,20.162,10.509
2015-04-17 13:00:00,20.549,20.451,20.502,20.564,12.68,20.35,11.01
2015-04-17 14:00:00,20.674,20.639,20.689,20.689,13.369000000000002,20.538,11.699000000000002
2015-04-17 15:00:00,20.862,20.826,20.877,20.876,14.121,20.663,12.075
2015-04-17 16:00:00,20.925,21.014,21.065,20.939,14.684,20.85,12.138
2015-04-17 17:00:00,20.987,21.014,21.065,21.002,14.997,20.976,12.013
2015-04-17 18:00:00,20.987,20.951,20.815,20.876,14.935,20.85,11.762
2015-04-17 19:00:00,20.862,20.701,20.564,20.689,14.747,20.663,11.511
2015-04-17 20:00:00,20.612,20.388,20.127,20.438,14.622,20.412,11.386
2015-04-17 21:00:00,20.237,20.013,19.626,20.126,14.496,20.037,11.386
2015-04-17 22:00:00,19.986,19.763,19.313,19.938,14.371,19.724,11.574000000000002
2015-04-17 23:00:00,19.861,19.512,19.063,19.75,14.246,19.599,11.762
2015-04-18 00:00:00,19.736,19.387,19.0,19.562,13.933,19.599,11.95
2015-04-18 01:00:00,19.486,19.199,18.75,19.312,13.682,19.348,11.95
2015-04-18 02:00:00,19.173,18.886,18.375,19.062,13.432,19.035,11.887
2015-04-18 03:00:00,18.923,18.636,18.124,18.874,13.181,18.785,11.762
2015-04-18 04:00:00,18.798,18.511,17.999000000000006,18.749,12.931,18.597,11.574000000000002
2015-04-18 05:00:00,18.61,18.386,17.874000000000006,18.624,12.743,18.409,11.386
2015-04-18 06:00:00,18.485,18.198,17.749000000000006,18.436,12.492,18.284,11.261
2015-04-18 07:00:00,18.36,18.073,17.561,18.311,12.241,18.033,11.073
2015-04-18 08:00:00,18.297,18.01,17.624000000000006,18.311,12.053,17.971,11.01
2015-04-18 09:00:00,18.36,18.198,17.999000000000006,18.498,11.928,18.158,10.947
2015-04-18 10:00:00,18.548,18.511,18.375,18.624,12.116,18.346,10.947
2015-04-18 11:00:00,18.673,18.636,18.562,18.811,12.429,18.472,11.135
2015-04-18 12:00:00,18.86,18.824,18.813,18.937,12.931,18.597,11.386
2015-04-18 13:00:00,18.985,19.012,19.0,19.124,13.494000000000002,18.722,11.95
2015-04-18 14:00:00,19.173,19.199,19.126,19.249,14.121,18.847,12.577
2015-04-18 15:00:00,19.298,19.325,19.251,19.312,14.872,18.91,12.952
2015-04-18 16:00:00,19.236,19.325,19.251,19.312,15.436,18.972,13.078
2015-04-18 17:00:00,19.173,19.325,19.251,19.249,15.749,19.035,12.952
2015-04-18 18:00:00,18.985,19.262,19.126,19.187,15.749,18.972,12.702
2015-04-18 19:00:00,18.923,19.262,19.063,19.249,15.624,18.91,12.451
2015-04-18 20:00:00,19.298,19.387,19.376,19.5,15.498,18.972,12.326
2015-04-18 21:00:00,19.548,19.637,19.626,19.625,15.436,19.098,12.326
2015-04-18 22:00:00,19.674,19.7,19.689,19.688,15.311,19.223,12.451
2015-04-18 23:00:00,19.674,19.763,19.751,19.625,15.185,19.348,12.639
2015-04-19 00:00:00,19.361,19.637,19.563,19.437,14.997,19.223,12.827
2015-04-19 01:00:00,19.048,19.45,19.313,19.249,14.747,18.972,12.952
2015-04-19 02:00:00,18.86,19.262,19.126,19.062,14.496,18.785,12.89
2015-04-19 03:00:00,18.673,19.074,18.938,18.937,14.246,18.659,12.827
2015-04-19 04:00:00,18.485,18.949,18.75,18.561,14.058,18.534,12.639
2015-04-19 05:00:00,17.922,18.574,18.25,18.373,13.808,18.346,12.451
2015-04-19 06:00:00,17.797,18.386,18.124,18.248,13.62,18.284,12.326
2015-04-19 07:00:00,17.734,18.323,17.999000000000006,18.123,13.369000000000002,18.221,12.201
2015-04-19 08:00:00,17.609,18.198,17.874000000000006,18.06,13.181,18.096,12.075
2015-04-19 09:00:00,17.609,18.073,17.812,18.06,13.056,18.033,12.075
2015-04-19 10:00:00,17.859,18.198,17.999000000000006,18.185,13.244000000000002,18.033,12.075
2015-04-19 11:00:00,18.172,18.323,18.25,18.373,13.557,18.158,12.201
2015-04-19 12:00:00,18.36,18.511,18.437,18.498,13.995,18.284,12.514
2015-04-19 13:00:00,18.548,18.699,18.688,18.686,14.496,18.472,13.015
2015-04-19 14:00:00,18.673,18.886,18.813,18.811,15.06,18.659,13.640999999999998
2015-04-19 15:00:00,18.86,19.012,19.0,18.999,15.749,18.785,13.955
2015-04-19 16:00:00,18.985,19.137,19.126,19.062,16.312,18.972,14.08
2015-04-19 17:00:00,19.111,19.262,19.251,19.187,16.625,19.035,14.017
2015-04-19 18:00:00,19.173,19.325,19.313,19.312,16.625,19.098,13.767
2015-04-19 19:00:00,19.298,19.45,19.376,19.375,16.438,19.098,13.515999999999998
2015-04-19 20:00:00,19.361,19.45,19.438,19.437,16.312,19.035,13.328
2015-04-19 21:00:00,19.423,19.512,19.438,19.5,16.187,18.972,13.265999999999998
2015-04-19 22:00:00,19.486,19.637,19.501,19.625,16.062,18.91,13.328
2015-04-19 23:00:00,19.611,19.7,19.501,19.688,15.937,18.972,13.454
2015-04-20 00:00:00,19.674,19.7,19.501,19.75,15.686,18.91,13.579
2015-04-20 01:00:00,19.736,19.7,19.438,19.813,15.373,18.91,13.640999999999998
2015-04-20 02:00:00,19.799,19.7,19.438,19.813,15.123,18.91,13.640999999999998
2015-04-20 03:00:00,19.799,19.7,19.438,19.813,14.81,18.91,13.579
2015-04-20 04:00:00,19.799,19.637,19.376,19.75,14.622,18.847,13.390999999999998
2015-04-20 05:00:00,19.736,19.575,19.313,19.688,14.371,18.847,13.203
2015-04-20 06:00:00,19.736,19.575,19.313,19.688,14.121,18.785,13.015
2015-04-20 07:00:00,19.674,19.45,19.188,19.625,13.87,18.722,12.827
2015-04-20 08:00:00,19.611,19.45,19.126,19.562,13.682,18.659,12.702
2015-04-20 09:00:00,19.611,19.45,19.188,19.562,13.557,18.659,12.639
2015-04-20 10:00:00,19.611,19.512,19.313,19.625,13.682,18.785,12.639
2015-04-20 11:00:00,19.611,19.512,19.313,19.625,13.933,18.785,12.764
2015-04-20 12:00:00,19.611,19.512,19.376,19.625,14.371,18.91,12.89
2015-04-20 13:00:00,19.611,19.575,19.438,19.625,14.872,18.972,13.515999999999998
2015-04-20 14:00:00,19.674,19.637,19.563,19.688,15.498,19.098,14.142
2015-04-20 15:00:00,19.674,19.7,19.626,19.688,16.125,19.223,14.456
2015-04-20 16:00:00,19.736,19.7,19.626,19.75,16.688,19.286,14.581
2015-04-20 17:00:00,19.736,19.763,19.626,19.75,17.064,19.348,14.456
2015-04-20 18:00:00,19.674,19.763,19.689,19.688,17.189,19.599,14.33
2015-04-20 19:00:00,19.674,19.825,19.751,19.75,17.125999999999998,19.724,14.142
2015-04-20 20:00:00,19.799,19.888,19.876,19.875,16.938,19.849,13.892
2015-04-20 21:00:00,19.799,19.95,19.939,19.875,16.813,19.849,13.829
2015-04-20 22:00:00,19.736,19.95,19.939,19.813,16.688,19.849,13.829
2015-04-20 23:00:00,19.674,19.888,19.876,19.75,16.563,19.849,13.955
2015-04-21 00:00:00,19.611,19.825,19.814,19.688,16.375,19.786,14.08
2015-04-21 01:00:00,19.486,19.763,19.751,19.625,16.062,19.786,14.142
2015-04-21 02:00:00,19.423,19.637,19.626,19.5,15.812,19.724,14.142
2015-04-21 03:00:00,19.236,19.575,19.501,19.437,15.561,19.599,14.08
2015-04-21 04:00:00,19.111,19.45,19.376,19.312,15.311,19.473,13.955
2015-04-21 05:00:00,18.923,19.325,19.251,19.124,15.123,19.348,13.767
2015-04-21 06:00:00,18.798,19.199,19.126,19.124,14.935,19.223,13.579
2015-04-21 07:00:00,18.923,19.262,19.188,19.124,14.81,19.223,13.454
2015-04-21 08:00:00,18.86,19.262,19.251,19.124,14.622,19.16,13.328
2015-04-21 09:00:00,18.798,19.199,19.126,19.062,14.496,18.972,13.328
2015-04-21 10:00:00,18.798,19.137,19.063,18.999,14.622,18.847,13.328
2015-04-21 11:00:00,18.735,19.074,18.938,18.937,14.81,18.785,13.454
2015-04-21 12:00:00,18.735,19.012,18.938,18.937,15.123,18.785,13.767
2015-04-21 13:00:00,18.798,19.012,18.875,18.937,15.498,18.847,14.142
2015-04-21 14:00:00,18.798,19.012,18.938,18.937,15.999,18.91,14.643
2015-04-21 15:00:00,18.798,19.012,18.938,18.937,16.5,18.972,14.894
2015-04-21 16:00:00,18.798,19.012,18.938,18.937,16.875999999999998,18.972,14.957
2015-04-21 17:00:00,18.798,18.949,18.875,18.937,17.064,18.972,14.831
2015-04-21 18:00:00,18.798,18.949,18.875,18.874,17.064,18.972,14.581
2015-04-21 19:00:00,18.735,18.949,18.875,18.874,16.875999999999998,18.847,14.33
2015-04-21 20:00:00,18.798,19.012,18.938,19.062,16.625,18.91,14.08
2015-04-21 21:00:00,18.985,19.199,19.126,19.124,16.5,19.098,13.892
2015-04-21 22:00:00,18.985,19.262,19.188,19.124,16.375,19.223,13.829
2015-04-21 23:00:00,18.86,19.262,19.188,19.124,16.187,19.286,13.829
2015-04-22 00:00:00,18.86,19.325,19.126,19.124,15.999,19.348,13.892
2015-04-22 01:00:00,18.86,19.262,19.126,19.124,15.749,19.348,13.955
2015-04-22 02:00:00,18.798,19.199,19.063,18.999,15.436,19.286,13.892
2015-04-22 03:00:00,18.61,19.074,18.938,18.874,15.185,19.223,13.829
2015-04-22 04:00:00,18.422,18.886,18.688,18.624,14.872,19.16,13.640999999999998
2015-04-22 05:00:00,18.235,18.699,18.437,18.561,14.684,18.972,13.454
2015-04-22 06:00:00,18.235,18.636,18.437,18.498,14.434,18.847,13.265999999999998
2015-04-22 07:00:00,18.172,18.574,18.375,18.373,14.246,18.722,13.078
2015-04-22 08:00:00,18.047,18.448,18.312,18.311,14.058,18.597,12.89
2015-04-22 09:00:00,18.11,18.448,18.312,18.373,13.933,18.597,12.827
2015-04-22 10:00:00,18.235,18.448,18.375,18.436,14.058,18.597,12.764
2015-04-22 11:00:00,18.36,18.511,18.437,18.561,14.309,18.659,12.89
2015-04-22 12:00:00,18.61,18.699,18.688,18.749,14.684,18.722,13.14
2015-04-22 13:00:00,18.798,18.886,18.875,18.874,15.06,18.91,13.640999999999998
2015-04-22 14:00:00,18.985,19.012,19.063,19.124,15.561,18.972,14.205
2015-04-22 15:00:00,19.236,19.199,19.251,19.249,16.187,19.16,14.518
2015-04-22 16:00:00,19.361,19.387,19.438,19.375,16.625,19.286,14.643
2015-04-22 17:00:00,19.423,19.45,19.438,19.437,16.938,19.411,14.581
2015-04-22 18:00:00,19.486,19.512,19.501,19.437,16.938,19.473,14.268
2015-04-22 19:00:00,19.486,19.512,19.563,19.5,16.688,19.536,14.017
2015-04-22 20:00:00,19.611,19.575,19.626,19.625,16.438,19.599,13.767
2015-04-22 21:00:00,19.674,19.7,19.689,19.625,16.25,19.661,13.579
2015-04-22 22:00:00,19.611,19.637,19.689,19.562,16.125,19.786,13.454
2015-04-22 23:00:00,19.423,19.575,19.501,19.5,15.999,19.912,13.454
2015-04-23 00:00:00,19.361,19.575,19.501,19.437,15.749,19.974,13.515999999999998
2015-04-23 01:00:00,19.298,19.575,19.501,19.375,15.498,19.974,13.579
2015-04-23 02:00:00,19.173,19.512,19.438,19.312,15.185,19.974,13.579
2015-04-23 03:00:00,19.048,19.387,19.251,19.187,14.872,19.849,13.454
2015-04-23 04:00:00,18.923,19.262,19.126,19.062,14.559,19.724,13.328
2015-04-23 05:00:00,18.735,19.137,19.0,18.874,14.371,19.599,13.203
2015-04-23 06:00:00,18.548,18.949,18.813,18.811,14.121,19.473,12.952
2015-04-23 07:00:00,18.673,18.949,18.875,18.874,13.87,19.348,12.764
2015-04-23 08:00:00,18.673,18.761,18.562,18.624,13.682,19.223,12.577
2015-04-23 09:00:00,18.422,18.448,18.187,18.561,13.557,19.035,12.451
2015-04-23 10:00:00,18.422,18.448,18.25,18.624,13.682,19.035,12.451
2015-04-23 11:00:00,18.61,18.699,18.562,18.811,13.933,19.16,12.514
2015-04-23 12:00:00,18.86,18.949,18.938,18.999,14.183,19.286,12.764
2015-04-23 13:00:00,19.048,19.199,19.188,19.187,14.496,19.473,13.14
2015-04-23 14:00:00,19.236,19.387,19.376,19.312,14.935,19.599,13.579
2015-04-23 15:00:00,19.361,19.512,19.501,19.437,15.436,19.724,13.892
2015-04-23 16:00:00,19.423,19.637,19.626,19.5,15.812,19.849,13.955
2015-04-23 17:00:00,19.548,19.7,19.751,19.625,16.062,19.974,13.955
2015-04-23 18:00:00,19.611,19.7,19.626,19.562,16.062,19.974,13.767
2015-04-23 19:00:00,19.548,19.512,19.501,19.437,15.874,19.974,13.579
2015-04-23 20:00:00,19.361,19.325,19.188,19.312,15.686,19.849,13.328
2015-04-23 21:00:00,19.173,19.137,18.938,19.124,15.561,19.786,13.14
2015-04-23 22:00:00,18.86,18.949,18.688,18.999,15.436,19.661,13.015
2015-04-23 23:00:00,18.798,18.949,18.625,18.999,15.373,19.599,13.015
2015-04-24 00:00:00,18.735,18.886,18.625,18.937,15.248,19.599,13.015
2015-04-24 01:00:00,18.735,18.886,18.625,18.999,15.06,19.536,13.078
2015-04-24 02:00:00,18.86,19.012,18.875,19.062,14.872,19.536,13.14
2015-04-24 03:00:00,18.985,19.137,19.0,19.124,14.684,19.536,13.14
2015-04-24 04:00:00,19.048,19.137,19.063,19.062,14.496,19.536,13.078
2015-04-24 05:00:00,19.048,19.074,19.0,18.999,14.246,19.473,13.015
2015-04-24 06:00:00,18.923,19.012,18.875,18.937,14.058,19.348,12.89
2015-04-24 07:00:00,18.985,19.012,18.875,18.999,13.808,19.286,12.702
2015-04-24 08:00:00,19.048,19.074,19.0,19.124,13.682,19.348,12.577
2015-04-24 09:00:00,19.111,19.199,19.126,19.187,13.557,19.411,12.451
2015-04-24 10:00:00,19.236,19.325,19.313,19.249,13.682,19.411,12.389
2015-04-24 11:00:00,19.298,19.45,19.438,19.375,13.933,19.536,12.451
2015-04-24 12:00:00,19.423,19.575,19.563,19.5,14.183,19.599,12.514
2015-04-24 13:00:00,19.486,19.637,19.689,19.5,14.371,19.724,12.827
2015-04-24 14:00:00,19.548,19.7,19.751,19.562,14.559,19.849,13.203
2015-04-24 15:00:00,19.548,19.7,19.751,19.5,14.747,19.912,13.390999999999998
2015-04-24 16:00:00,19.423,19.637,19.626,19.437,14.872,19.974,13.515999999999998
2015-04-24 17:00:00,19.361,19.575,19.563,19.437,14.872,19.974,13.454
2015-04-24 18:00:00,19.423,19.575,19.626,19.5,14.684,19.974,13.328
2015-04-24 19:00:00,19.486,19.637,19.626,19.562,14.559,20.037,13.14
2015-04-24 20:00:00,19.611,19.7,19.751,19.625,14.371,20.037,12.89
2015-04-24 21:00:00,19.674,19.763,19.751,19.688,14.309,20.037,12.702
2015-04-24 22:00:00,19.611,19.763,19.751,19.75,14.183,20.037,12.577
2015-04-24 23:00:00,19.611,19.888,19.876,19.875,14.121,20.099,12.451
2015-04-25 00:00:00,19.799,20.013,20.001,20.063,14.058,20.225,12.389
2015-04-25 01:00:00,19.986,20.201,20.189,20.188,13.933,20.35,12.389
