date,2017_30_b_elder,2017_40_t_gaugepool,2017_18_b_edells,2017_13_au_elder_eoe,2017_26_rgrove,2017_23_u_lwalker,2017_24_t_whitehouse,2017_34_t_tenmilepool,2017_36_t_hunters,2017_17_b_merganser,2017_39_u_gaugepool,2017_7_t_wld,2017_10_uwld_dskunk,2017_11_u_fox,2017_32_u_skunk,2017_1_uskunk_bedell
2017-05-03 15:00:00,24.523000000000003,24.644,25.02,24.644,24.773000000000003,24.48,25.094,24.855,24.426,25.145,24.672,24.187,24.58,24.75,24.471,24.773000000000003
2017-05-03 16:00:00,27.585,29.767,27.707,27.144,27.148000000000003,28.355,28.218000000000004,28.417,29.486,28.019,29.171,27.25,27.767,26.937,28.22,27.461
2017-05-03 17:00:00,28.585,28.268,27.707,28.019,27.898000000000003,28.604,27.968000000000004,27.98,28.487,27.769,28.234,27.125,27.642,27.687,28.407,27.461
2017-05-03 18:00:00,27.96,27.894,27.582,27.644,27.71,28.042,27.719,27.73,27.925,27.582,27.859,27.125,27.455,27.562,27.908,27.273000000000003
2017-05-03 19:00:00,26.711,26.894,27.019,26.707,26.961,26.793000000000006,26.906,26.98,26.363000000000003,26.957,27.047,26.75,26.83,27.0,26.408,26.648000000000003
2017-05-03 20:00:00,25.586,25.832,26.27,25.77,26.023000000000003,25.73,25.969,26.043000000000006,24.988000000000003,26.082,26.109,26.125,26.08,26.25,25.033,25.961
2017-05-03 21:00:00,23.961,23.832,24.082,24.019,24.523000000000003,24.293000000000006,24.094,24.105,24.113000000000003,24.019,24.172,24.0,23.83,24.375,24.283,23.523000000000003
2017-05-03 22:00:00,22.772,22.831,22.956,22.768,23.273000000000003,23.167,22.969,22.98,23.113000000000003,22.894,23.046,22.812,22.579,23.062,23.283,22.335
2017-05-03 23:00:00,22.022,21.955,22.081,21.955,22.335,22.292,22.093000000000004,22.041,22.3,22.081,22.171,21.936,21.766,22.187,22.345,21.585
2017-05-04 00:00:00,21.709,21.705,21.705,21.705,21.772,21.791,21.718000000000004,21.604,21.862,21.768,21.67,21.561,21.453000000000007,21.687,21.908,21.46
2017-05-04 01:00:00,21.334,21.33,21.33,21.33,21.522,21.478,21.406,21.291,21.487,21.393,21.357,21.248,21.141,21.374,21.533,21.022
2017-05-04 02:00:00,20.583,20.453,20.579,20.516,20.833,20.79,20.593000000000004,20.54,20.736,20.517,20.669,20.435,20.39,20.686,20.782,20.209
2017-05-04 03:00:00,19.957,19.827,19.954,19.89,20.208,20.164,19.968,19.914,20.048,19.954,20.044,19.872,19.702,20.061,20.157,19.584
2017-05-04 04:00:00,19.707,19.64,19.641,19.702,19.832,19.851,19.718,19.601,19.797,19.704,19.731,19.559,19.514,19.748,19.844,19.396
2017-05-04 05:00:00,19.394,19.327,19.328,19.327,19.519,19.538,19.342,19.351,19.484,19.329,19.418,19.246,19.201,19.436,19.532,19.021
2017-05-04 06:00:00,19.081,19.013,19.077,19.076,19.206,19.225,19.03,19.038,19.109,19.078,19.105,18.996,18.951,19.123,19.156,18.833
2017-05-04 07:00:00,18.58,18.387,18.452,18.45,18.705,18.725,18.467,18.474,18.608,18.453,18.604,18.37,18.388,18.623,18.656,18.208
2017-05-04 08:00:00,18.267,18.262,18.264,18.262,18.392,18.412,18.217,18.224,18.357,18.265,18.291,18.183,18.137,18.31,18.343,18.083
2017-05-04 09:00:00,18.204,18.199,18.201,18.262,18.33,18.286,18.217,18.161,18.295,18.265,18.229,18.183,18.075,18.248,18.343,18.083
2017-05-04 10:00:00,18.455,18.575,18.514,18.575,18.518,18.474,18.53,18.412,18.608,18.64,18.479,18.496,18.388,18.498,18.656,18.458
2017-05-04 11:00:00,18.893,19.139,19.077,19.139,19.018,18.85,19.092,18.913,19.171,19.203,18.98,19.059,18.826,18.936,19.156,19.083
2017-05-04 12:00:00,19.394,19.64,19.641,19.702,19.582,19.351,19.655,19.476,19.735,19.767,19.48,19.559,19.326,19.498,19.782,19.521
2017-05-04 13:00:00,19.832,20.078,20.079,20.14,19.957,19.789,20.093,19.914,20.173,20.267,19.856,20.06,19.764,19.874,20.219,20.022
2017-05-04 14:00:00,20.145,20.391,20.392,20.453,20.333,20.102,20.405,20.227,20.548,20.58,20.231,20.373,20.077,20.249,20.595,20.272
2017-05-04 15:00:00,20.52,20.829,20.83,20.891,20.646,20.415,20.843000000000004,20.602,20.924,21.018,20.544,20.81,20.453,20.561,20.97,20.772
2017-05-04 16:00:00,21.021,21.33,21.33,21.392,21.271,20.978,21.406,21.166,21.549,21.518,21.107,21.311,20.953000000000007,21.124,21.595,21.21
2017-05-04 17:00:00,21.459,21.768,21.768,21.83,21.647,21.353,21.843000000000004,21.604,21.925,21.956,21.545,21.749,21.391,21.562,21.97,21.648000000000003
2017-05-04 18:00:00,20.958,21.267,21.268,21.204,21.334,21.103,21.343000000000004,21.166,21.487,21.33,21.17,21.123,20.828000000000007,21.187,21.533,20.897
2017-05-04 19:00:00,20.458,20.766,20.642,20.704,20.708,20.54,20.718000000000004,20.602,20.861,20.83,20.607,20.623,20.265,20.561,20.907,20.522
2017-05-04 20:00:00,20.833,20.641,21.08,21.079,21.084,20.79,21.093000000000004,20.915,20.861,21.143,20.92,21.061,20.89,21.062,21.095,20.96
2017-05-04 21:00:00,20.833,20.954,20.955,21.017,20.896,20.79,20.968000000000004,20.79,20.924,21.08,20.794,20.936,20.703000000000007,20.874,20.97,20.96
2017-05-04 22:00:00,20.833,20.891,20.892,20.954,20.896,20.79,20.906,20.79,20.861,20.955,20.794,20.873,20.703000000000007,20.874,20.97,20.835
2017-05-04 23:00:00,20.458,20.203,20.517,20.579,20.646,20.477,20.468,20.415,20.298,20.517,20.482,20.56,20.453,20.686,20.47,20.459
2017-05-05 00:00:00,20.458,20.328,20.454,20.516,20.52,20.477,20.405,20.352,20.36,20.517,20.357,20.435,20.327,20.499,20.407,20.397
2017-05-05 01:00:00,20.27,20.078,20.329,20.391,20.395,20.352,20.28,20.227,20.173,20.33,20.294,20.31,20.265,20.436,20.282,20.272
2017-05-05 02:00:00,20.145,19.89,20.079,20.203,20.145,20.164,20.03,19.977,19.922,20.079,20.044,20.06,20.077,20.186,20.032,20.022
2017-05-05 03:00:00,19.957,19.827,19.891,19.953,19.957,19.977,19.843,19.789,19.797,19.892,19.919,19.81,19.827,19.999,19.844,19.771
2017-05-05 04:00:00,19.707,19.514,19.641,19.702,19.769,19.789,19.593,19.601,19.547,19.641,19.668,19.622,19.577,19.748,19.657,19.584
2017-05-05 05:00:00,19.582,19.264,19.453,19.514,19.519,19.601,19.405,19.351,19.297,19.454,19.48,19.434,19.451,19.561,19.406,19.396
2017-05-05 06:00:00,19.331,19.076,19.203,19.327,19.331,19.351,19.155,19.163,19.109,19.203,19.23,19.184,19.264,19.373,19.156,19.146
2017-05-05 07:00:00,19.143,18.826,19.015,19.139,19.144,19.163,18.967,18.975,18.921,19.016,19.042,18.996,19.076,19.186,18.969,19.021
2017-05-05 08:00:00,18.643,18.199,18.639,18.763,18.768,18.662,18.53,18.474,18.357,18.578,18.604,18.621,18.763,18.873,18.531,18.646
2017-05-05 09:00:00,18.142,17.886,18.264,18.325,18.33,18.161,18.154,18.036,17.982,18.265,18.104,18.245,18.388,18.435,18.156,18.27
2017-05-05 10:00:00,18.017,17.824,18.201,18.262,18.205,17.973,18.154,18.036,17.982,18.265,18.041,18.245,18.262,18.31,18.156,18.208
2017-05-05 11:00:00,18.58,18.763,18.765,18.888,18.518,18.474,18.717,18.537,18.671,18.953,18.479,18.746,18.575,18.623,18.719,18.896
2017-05-05 12:00:00,19.456,19.827,19.766,19.89,19.519,19.288,19.843,19.538,19.86,20.017,19.48,19.747,19.389,19.498,19.844,19.834
2017-05-05 13:00:00,20.207,20.766,20.705,20.704,20.395,20.102,20.781,20.415,20.798,20.955,20.294,20.623,20.14,20.311,20.782,20.647
2017-05-05 14:00:00,21.083,21.642,21.643,21.642,21.271,20.915,21.718000000000004,21.291,21.737,21.956,21.17,21.561,21.016,21.124,21.783,21.585
2017-05-05 15:00:00,21.959,22.643,22.581,22.581,22.21,21.729,22.656,22.167,22.738000000000003,22.956,21.983,22.562,21.829,22.062,22.783,22.523000000000003
2017-05-05 16:00:00,22.772,23.331,23.332,23.394,23.085,22.542,23.469,22.98,23.551,23.644,22.796,23.312,22.642,22.875,23.596,23.273000000000003
2017-05-05 17:00:00,23.21,23.707,23.707,23.769,23.586,23.042,23.844,23.48,23.988000000000003,23.957,23.296,23.687,23.08,23.375,24.033,23.586
2017-05-05 18:00:00,23.273000000000003,23.644,23.644,23.707,23.586,23.167,23.781,23.48,23.863000000000003,23.894,23.359,23.625,23.08,23.437,23.971,23.461
2017-05-05 19:00:00,22.647,22.956,22.956,22.894,23.023000000000003,22.729,23.031,22.792,23.113000000000003,23.019,22.796,22.874,22.454,22.812,23.158,22.648000000000003
2017-05-05 20:00:00,22.21,22.393,22.456,22.331,22.647,22.354,22.531,22.417,22.613000000000003,22.456,22.421,22.312,22.016,22.5,22.72,22.085
2017-05-05 21:00:00,21.146,21.33,21.268,21.204,21.584,21.416,21.406,21.353,21.487,21.268,21.42,21.186,20.953000000000007,21.374,21.595,20.897
2017-05-05 22:00:00,20.395,20.516,20.454,20.453,20.52,20.54,20.468,20.415,20.548,20.58,20.482,20.373,20.14,20.374,20.595,20.334
2017-05-05 23:00:00,20.708,20.766,20.767,20.766,20.771,20.728,20.781,20.665,20.798,20.768,20.732,20.685,20.578000000000007,20.749,20.845,20.647
2017-05-06 00:00:00,20.27,20.203,20.204,20.266,20.395,20.352,20.218,20.227,20.298,20.205,20.294,20.122,20.077,20.311,20.345,20.084
2017-05-06 01:00:00,19.832,19.765,19.766,19.827,19.957,19.977,19.78,19.789,19.797,19.767,19.856,19.684,19.702,19.874,19.844,19.646
2017-05-06 02:00:00,19.331,19.139,19.203,19.201,19.394,19.476,19.155,19.226,19.234,19.141,19.355,19.121,19.139,19.373,19.281,19.021
2017-05-06 03:00:00,18.643,18.512,18.514,18.575,18.768,18.85,18.53,18.6,18.545,18.453,18.729,18.433,18.513,18.748,18.593,18.333
2017-05-06 04:00:00,18.204,18.011,18.076,18.074,18.205,18.349,18.029,18.036,18.044,18.014,18.166,17.932000000000006,18.012,18.185,18.093,17.895
2017-05-06 05:00:00,17.891,17.761,17.762999999999995,17.761,17.954,18.036,17.717,17.785999999999994,17.794,17.702,17.916,17.682000000000006,17.762,17.872,17.843,17.645
2017-05-06 06:00:00,17.516,17.385,17.387,17.385,17.578,17.66,17.340999999999998,17.41,17.355999999999998,17.326,17.54,17.305999999999994,17.323,17.56,17.405,17.207
2017-05-06 07:00:00,17.077,16.884,16.886,16.945999999999998,17.14,17.222,16.904,16.971,16.917,16.825,17.102,16.805999999999994,16.885,17.059,16.967,16.769000000000002
2017-05-06 08:00:00,16.639,16.570999999999998,16.511,16.508,16.702,16.846,16.465999999999998,16.596,16.541,16.45,16.726,16.43,16.509,16.684,16.592,16.331
2017-05-06 09:00:00,16.576,16.570999999999998,16.511,16.570999999999998,16.514,16.658,16.465999999999998,16.47,16.479,16.512,16.538,16.43,16.447,16.559,16.467,16.456
2017-05-06 10:00:00,16.889,16.945999999999998,16.949,17.009,16.889,16.909000000000002,16.904,16.846,16.917,17.012999999999998,16.851,16.868,16.823,16.872,16.905,16.956
2017-05-06 11:00:00,17.453,17.698,17.637999999999995,17.698,17.453,17.347,17.654,17.472,17.605999999999995,17.764,17.477999999999998,17.557000000000002,17.386,17.497,17.655,17.645
2017-05-06 12:00:00,17.766,18.074,18.012999999999995,18.011,17.829,17.66,18.029,17.848,18.107,18.202,17.791,17.932000000000006,17.636,17.81,18.093,17.957
2017-05-06 13:00:00,18.455,18.888,18.827,18.826,18.58,18.349,18.842,18.6,18.921,19.016,18.542,18.746,18.45,18.56,18.906,18.771
2017-05-06 14:00:00,18.956,19.264,19.265,19.327,19.081,18.85,19.28,19.038,19.359,19.454,18.98,19.184,18.888,18.998,19.344,19.209
2017-05-06 15:00:00,19.582,19.953,19.954,20.015,19.707,19.413,20.03,19.726,20.11,20.205,19.606,19.935,19.514,19.623,20.094,19.959
2017-05-06 16:00:00,20.333,20.766,20.705,20.829,20.52,20.164,20.781,20.477,20.924,20.955,20.357,20.748,20.265,20.374,20.97,20.71
2017-05-06 17:00:00,21.021,21.517,21.518,21.58,21.271,20.853,21.593000000000004,21.228,21.737,21.768,21.107,21.499,20.953000000000007,21.124,21.783,21.46
2017-05-06 18:00:00,21.334,21.642,21.705,21.768,21.647,21.291,21.781,21.541,21.925,21.831,21.483,21.686,21.266,21.562,21.97,21.523000000000003
2017-05-06 19:00:00,21.271,21.517,21.518,21.58,21.459,21.228,21.531,21.353,21.612,21.643,21.295,21.499,21.141,21.374,21.658,21.397
2017-05-06 20:00:00,21.083,20.891,21.393,21.455,21.459,21.103,21.406,21.228,21.299,21.456,21.232,21.436,21.078000000000007,21.374,21.47,21.272
2017-05-06 21:00:00,21.209,21.142,21.33,21.455,21.334,21.103,21.281,21.166,21.299,21.393,21.17,21.311,21.078000000000007,21.249,21.408,21.272
2017-05-06 22:00:00,20.645,20.328,20.767,20.891,20.896,20.665,20.718000000000004,20.602,20.611,20.83,20.669,20.81,20.703000000000007,20.874,20.782,20.71
2017-05-06 23:00:00,19.957,19.514,20.141,20.203,20.333,19.977,20.03,19.977,19.797,20.142,20.044,20.122,20.14,20.374,20.094,20.022
2017-05-07 00:00:00,19.957,19.765,20.016,20.14,20.02,19.914,19.968,19.789,19.86,20.079,19.856,19.997,19.952,20.061,19.969,20.084
2017-05-07 01:00:00,19.957,19.765,20.016,20.14,20.02,19.977,19.968,19.851,19.86,20.017,19.919,19.997,19.952,20.061,19.969,20.022
2017-05-07 02:00:00,19.769,19.452,19.766,19.89,19.832,19.789,19.655,19.601,19.609,19.767,19.668,19.747,19.702,19.874,19.719,19.771
2017-05-07 03:00:00,19.582,19.327,19.516,19.514,19.582,19.601,19.405,19.413,19.359,19.454,19.48,19.434,19.451,19.561,19.469,19.334
2017-05-07 04:00:00,19.206,18.826,19.077,19.201,19.206,19.288,19.03,19.038,18.921,19.016,19.105,19.059,19.139,19.248,19.031,19.083
2017-05-07 05:00:00,18.83,18.45,18.702,18.826,18.893,18.912,18.592,18.662,18.545,18.64,18.792,18.683,18.7,18.873,18.656,18.646
2017-05-07 06:00:00,18.267,17.824,18.201,18.325,18.392,18.349,18.092,18.099,17.919,18.14,18.229,18.183,18.325,18.435,18.093,18.145
2017-05-07 07:00:00,17.641,17.197,17.575,17.698,17.766,17.723,17.467,17.472,17.293,17.514,17.602999999999994,17.619,17.762,17.872,17.468,17.645
2017-05-07 08:00:00,17.328,16.945999999999998,17.262,17.385,17.39,17.347,17.154,17.159000000000002,16.98,17.201,17.227,17.244,17.449,17.497,17.155,17.269000000000002
2017-05-07 09:00:00,17.202,16.884,17.262,17.322,17.328,17.222,17.154,17.097,16.98,17.201,17.165,17.244,17.386,17.434,17.155,17.207
2017-05-07 10:00:00,17.328,17.197,17.387,17.51,17.39,17.347,17.340999999999998,17.222,17.23,17.451,17.29,17.369,17.386,17.434,17.342,17.457
2017-05-07 11:00:00,18.079,18.325,18.264,18.387,18.079,17.973,18.217,18.036,18.232,18.39,18.041,18.245,18.075,18.06,18.218,18.395
2017-05-07 12:00:00,18.83,19.139,19.077,19.201,18.893,18.725,19.092,18.85,19.109,19.266,18.792,19.059,18.763,18.873,19.156,19.209
2017-05-07 13:00:00,19.582,19.89,19.891,20.015,19.644,19.413,19.905,19.664,19.985,20.079,19.606,19.872,19.514,19.623,19.969,19.959
2017-05-07 14:00:00,20.708,20.266,20.079,20.453,20.208,20.728,19.968,20.164,20.173,19.954,20.419,19.997,20.265,20.311,20.094,20.459
2017-05-07 15:00:00,21.521,20.891,20.642,21.142,20.833,21.478,20.468,20.79,20.736,20.455,21.17,20.56,21.016,20.999,20.72,21.085
2017-05-07 16:00:00,22.147,21.455,21.205,21.768,21.459,22.104,21.031,21.353,21.362,21.018,21.733,21.123,21.579,21.562,21.282,21.648000000000003
2017-05-07 17:00:00,22.585,21.893,21.643,22.205,21.959,22.542,21.468000000000004,21.854,21.799,21.393,22.233,21.561,22.079,22.062,21.783,22.023000000000003
2017-05-07 18:00:00,22.96,22.268,22.018,22.581,22.335,22.855,21.843000000000004,22.167,22.112,21.768,22.546,21.874,22.392,22.437,22.095,22.398000000000003
2017-05-07 19:00:00,22.835,22.268,22.081,22.643,22.397,22.792,21.906,22.229,22.112,21.893,22.483,21.999,22.392,22.5,22.095,22.398000000000003
2017-05-07 20:00:00,22.898000000000003,22.393,22.206,22.706,22.522,22.855,22.031,22.354,22.3,22.018,22.608,22.124,22.517,22.562,22.283,22.523000000000003
2017-05-07 21:00:00,21.521,21.017,21.205,21.58,21.396,21.291,21.031,21.166,20.861,21.018,21.232,21.123,21.266,21.499,20.97,21.335
2017-05-07 22:00:00,21.459,21.142,21.142,21.392,21.334,21.416,21.031,21.103,21.049,21.08,21.232,21.061,21.141,21.374,21.095,21.147
2017-05-07 23:00:00,21.021,20.641,20.892,21.079,20.958,20.915,20.718000000000004,20.79,20.548,20.83,20.794,20.81,20.828000000000007,20.999,20.657,20.897
2017-05-08 00:00:00,20.771,20.579,20.705,20.829,20.771,20.79,20.593000000000004,20.665,20.486,20.642,20.669,20.56,20.64,20.811,20.595,20.584
2017-05-08 01:00:00,20.27,20.14,20.267,20.328,20.333,20.227,20.155,20.227,20.048,20.205,20.231,20.06,20.14,20.311,20.157,20.022
2017-05-08 02:00:00,20.082,19.89,20.079,20.14,20.082,20.039,19.968,19.977,19.797,20.017,19.981,19.935,19.952,20.124,19.907,19.959
2017-05-08 03:00:00,19.707,19.64,19.766,19.827,19.769,19.664,19.718,19.664,19.484,19.767,19.606,19.684,19.639,19.811,19.594,19.646
2017-05-08 04:00:00,19.331,19.264,19.453,19.452,19.394,19.288,19.342,19.288,19.109,19.454,19.23,19.309,19.264,19.436,19.219,19.271
2017-05-08 05:00:00,19.018,18.951,19.14,19.201,19.144,18.912,19.092,18.975,18.796,19.203,18.917,19.121,18.951,19.186,18.906,19.021
2017-05-08 06:00:00,18.643,18.512,18.827,18.826,18.768,18.537,18.717,18.662,18.42,18.828,18.542,18.746,18.575,18.81,18.531,18.646
2017-05-08 07:00:00,18.33,18.325,18.514,18.575,18.455,18.286,18.405,18.349,18.17,18.578,18.291,18.433,18.325,18.498,18.281,18.458
2017-05-08 08:00:00,18.142,18.137,18.264,18.325,18.267,18.099,18.217,18.161,18.044,18.327,18.104,18.183,18.075,18.248,18.156,18.208
2017-05-08 09:00:00,18.267,18.199,18.389,18.387,18.33,18.224,18.279,18.224,18.107,18.39,18.166,18.245,18.2,18.31,18.218,18.27
2017-05-08 10:00:00,18.33,18.262,18.389,18.45,18.33,18.224,18.279,18.224,18.107,18.39,18.229,18.308,18.262,18.373,18.156,18.395
2017-05-08 11:00:00,18.893,18.7,18.639,18.888,18.643,18.85,18.592,18.6,18.608,18.703,18.729,18.621,18.638,18.685,18.593,18.771
2017-05-08 12:00:00,19.644,19.327,19.203,19.514,19.331,19.664,19.155,19.226,19.234,19.203,19.418,19.184,19.326,19.373,19.219,19.396
2017-05-08 13:00:00,20.27,19.89,19.703,20.078,19.895,20.289,19.593,19.789,19.797,19.641,20.044,19.684,19.889,19.936,19.782,19.897
2017-05-08 14:00:00,20.958,20.453,20.267,20.704,20.458,20.978,20.155,20.352,20.36,20.142,20.669,20.185,20.515,20.499,20.282,20.459
2017-05-08 15:00:00,21.834,21.204,20.892,21.392,21.146,21.854,20.718000000000004,21.103,21.111,20.705,21.483,20.81,21.266,21.249,21.032,21.21
2017-05-08 16:00:00,22.147,21.893,21.393,21.768,21.772,22.354,21.281,21.729,21.737,21.143,22.171,21.248,21.579,21.687,21.595,21.46
2017-05-08 17:00:00,22.772,22.518,21.831,22.268,22.21,22.98,21.718000000000004,22.229,22.3,21.518,22.796,21.624,22.079,22.124,22.158,21.96
2017-05-08 18:00:00,23.273000000000003,22.894,22.268,22.768,22.71,23.417,22.156,22.667,22.738000000000003,21.956,23.234,22.124,22.579,22.687,22.595,22.398000000000003
2017-05-08 19:00:00,22.96,22.706,22.331,22.643,22.71,23.042,22.218000000000004,22.604,22.613000000000003,22.081,22.921,22.186,22.517,22.625,22.533,22.335
2017-05-08 20:00:00,22.46,22.268,22.081,22.268,22.335,22.479,21.968000000000004,22.229,22.175,21.893,22.421,21.936,22.141,22.312,22.158,21.96
2017-05-08 21:00:00,21.834,21.642,21.643,21.768,21.834,21.729,21.468000000000004,21.666,21.549,21.456,21.733,21.561,21.641,21.812,21.595,21.523000000000003
2017-05-08 22:00:00,20.833,20.641,20.892,20.891,21.021,20.728,20.718000000000004,20.79,20.548,20.768,20.732,20.81,20.828000000000007,20.999,20.72,20.647
2017-05-08 23:00:00,20.082,19.953,20.204,20.203,20.208,20.039,20.093,20.039,19.86,20.205,20.044,20.185,20.077,20.249,20.032,20.022
2017-05-09 00:00:00,19.644,19.514,19.891,19.827,19.895,19.538,19.718,19.726,19.484,19.829,19.606,19.81,19.702,19.936,19.657,19.646
2017-05-09 01:00:00,19.143,19.013,19.39,19.327,19.331,18.975,19.217,19.163,18.921,19.391,19.042,19.309,19.201,19.373,19.156,19.209
2017-05-09 02:00:00,18.956,18.888,19.077,19.139,19.018,18.85,18.967,18.913,18.796,19.141,18.855,19.059,18.951,19.061,18.969,19.021
2017-05-09 03:00:00,18.392,18.262,18.702,18.638,18.643,18.224,18.53,18.412,18.232,18.703,18.291,18.683,18.513,18.685,18.468,18.52
2017-05-09 04:00:00,17.891,17.824,18.264,18.199,18.142,17.723,18.092,17.973,17.730999999999995,18.265,17.791,18.245,18.012,18.185,17.968,18.083
2017-05-09 05:00:00,17.516,17.448,17.887999999999995,17.824,17.766,17.41,17.779,17.598,17.418,17.952,17.477999999999998,17.87,17.636,17.81,17.593,17.707
2017-05-09 06:00:00,17.077,17.072,17.512,17.385,17.39,16.971,17.404,17.222,16.98,17.576,17.039,17.494,17.261,17.434,17.217,17.269000000000002
2017-05-09 07:00:00,16.827,16.820999999999998,17.262,17.134,17.077,16.721,17.154,16.971,16.792,17.326,16.789,17.244,17.01,17.184,16.967,17.019000000000002
2017-05-09 08:00:00,16.952,16.945999999999998,17.262,17.197,17.077,16.909000000000002,17.154,17.034000000000002,16.917,17.326,16.914,17.244,17.01,17.122,17.03,17.144000000000002
2017-05-09 09:00:00,17.14,17.197,17.387,17.322,17.265,17.159000000000002,17.340999999999998,17.159000000000002,17.105,17.451,17.165,17.305999999999994,17.136,17.247,17.217,17.332
2017-05-09 10:00:00,17.829,17.824,17.762999999999995,17.886,17.766,17.848,17.779,17.723,17.730999999999995,17.827,17.852999999999994,17.745,17.636,17.747,17.718,17.77
2017-05-09 11:00:00,18.58,18.512,18.264,18.45,18.33,18.662,18.217,18.349,18.42,18.265,18.604,18.183,18.262,18.31,18.343,18.395
2017-05-09 12:00:00,19.394,19.264,18.89,19.139,19.018,19.476,18.842,19.038,19.109,18.828,19.355,18.808,18.951,18.998,19.031,19.021
2017-05-09 13:00:00,20.082,19.953,19.453,19.827,19.707,20.227,19.405,19.726,19.797,19.329,20.106,19.309,19.577,19.623,19.657,19.646
2017-05-09 14:00:00,20.833,20.641,20.016,20.453,20.333,20.978,19.968,20.352,20.486,19.892,20.857,19.872,20.202,20.311,20.282,20.209
2017-05-09 15:00:00,21.709,21.455,20.705,21.204,21.084,21.854,20.655,21.103,21.299,20.455,21.733,20.56,20.953000000000007,20.999,21.095,20.96
2017-05-09 16:00:00,22.647,22.268,21.455,22.018,21.897,22.792,21.406,21.916,22.175,21.143,22.608,21.248,21.766,21.812,21.908,21.773000000000003
2017-05-09 17:00:00,22.898000000000003,22.831,21.893,22.393,22.397,23.042,21.906,22.354,22.613000000000003,21.706,22.859,21.749,22.079,22.25,22.408,22.023000000000003
2017-05-09 18:00:00,23.335,23.206,22.331,22.894,22.835,23.48,22.343000000000004,22.792,23.05,22.144,23.296,22.186,22.517,22.625,22.845,22.585
2017-05-09 19:00:00,22.46,22.331,22.268,22.518,22.585,22.292,22.218000000000004,22.354,22.362,22.081,22.421,22.186,22.329,22.562,22.408,22.148000000000003
2017-05-09 20:00:00,22.522,22.393,22.206,22.205,22.21,22.604,22.093000000000004,22.354,22.05,22.081,22.483,22.061,22.392,22.375,21.97,22.148000000000003
2017-05-09 21:00:00,22.335,21.955,22.081,22.143,22.147,22.292,21.906,22.104,21.862,21.893,22.233,21.936,22.204,22.312,21.845,22.085
2017-05-09 22:00:00,21.521,20.954,21.268,21.58,21.522,21.353,21.156,21.166,21.049,21.143,21.232,21.373,21.391,21.624,21.22,21.397
2017-05-09 23:00:00,20.771,20.266,20.517,20.954,20.771,20.602,20.405,20.415,20.36,20.517,20.482,20.685,20.64,20.874,20.532,20.772
2017-05-10 00:00:00,20.458,19.953,20.267,20.641,20.458,20.289,20.155,20.102,20.048,20.205,20.106,20.373,20.265,20.561,20.282,20.459
2017-05-10 01:00:00,19.957,19.577,19.891,20.203,20.02,19.789,19.843,19.664,19.672,19.892,19.668,19.997,19.827,20.061,19.907,20.022
2017-05-10 02:00:00,19.519,19.076,19.453,19.827,19.582,19.351,19.342,19.226,19.234,19.454,19.23,19.559,19.326,19.623,19.469,19.646
2017-05-10 03:00:00,19.143,18.7,19.015,19.452,19.206,18.975,18.967,18.787,18.858,19.078,18.792,19.184,18.951,19.248,19.094,19.271
2017-05-10 04:00:00,18.705,18.325,18.702,19.139,18.893,18.537,18.655,18.412,18.545,18.765,18.417,18.871,18.575,18.873,18.781,18.896
2017-05-10 05:00:00,18.58,18.262,18.639,18.951,18.705,18.412,18.592,18.349,18.42,18.703,18.291,18.746,18.45,18.685,18.656,18.771
2017-05-10 06:00:00,18.392,18.074,18.452,18.763,18.518,18.224,18.405,18.161,18.232,18.515,18.104,18.558,18.262,18.56,18.468,18.583
2017-05-10 07:00:00,18.204,17.886,18.264,18.575,18.33,17.973,18.217,17.973,18.044,18.327,17.916,18.37,18.075,18.373,18.281,18.395
2017-05-10 08:00:00,18.017,17.761,18.076,18.387,18.142,17.848,18.029,17.848,17.919,18.14,17.791,18.183,17.887,18.185,18.093,18.208
2017-05-10 09:00:00,17.954,17.761,18.012999999999995,18.262,18.079,17.848,17.967,17.785999999999994,17.857,18.077,17.727999999999994,18.12,17.824,18.06,18.03,18.083
2017-05-10 10:00:00,18.079,17.886,18.076,18.325,18.142,17.973,18.029,17.910999999999994,17.982,18.14,17.916,18.12,17.949,18.122,18.093,18.145
2017-05-10 11:00:00,18.33,18.199,18.326,18.387,18.33,18.286,18.217,18.224,18.17,18.327,18.229,18.245,18.2,18.31,18.281,18.333
2017-05-10 12:00:00,18.643,18.512,18.577,18.638,18.58,18.599,18.53,18.537,18.42,18.578,18.542,18.496,18.513,18.623,18.468,18.583
2017-05-10 13:00:00,19.081,19.076,18.952,18.888,18.893,19.163,18.905,19.038,18.858,18.953,19.168,18.808,18.951,18.936,18.781,18.896
2017-05-10 14:00:00,19.707,19.765,19.516,19.327,19.457,19.851,19.405,19.664,19.422,19.454,19.856,19.246,19.639,19.498,19.281,19.396
2017-05-10 15:00:00,20.458,20.579,20.204,19.89,20.082,20.665,20.03,20.415,20.11,20.017,20.669,19.81,20.327,20.186,19.844,19.959
2017-05-10 16:00:00,21.209,21.392,20.892,20.453,20.771,21.541,20.718000000000004,21.291,20.798,20.705,21.545,20.435,21.141,20.874,20.532,20.584
2017-05-10 17:00:00,21.897,22.08,21.518,21.017,21.396,22.229,21.406,21.916,21.487,21.268,22.233,21.061,21.766,21.562,21.157,21.085
2017-05-10 18:00:00,21.897,21.893,21.643,21.392,21.647,21.979,21.468000000000004,21.854,21.424,21.393,21.92,21.373,21.891,21.874,21.282,21.397
