cat,stream,next_stream,prev_str01,prev_str02,strahler,horton,shreve,hack,topo_dim,scheidegger,drwal_old,length,stright,sinosoid,cum_length,flow_accum,out_dist,source_elev,outlet_elev,elev_drop,out_drop,gradient
233,233,353,0,0,1,1,1,2,28,2,1,5277.971066,3933.563674,1.341778,5277.971066,14539.207866,72178.234207,302.419739,167.003876,136.952179,1.536316,0.025948
233,233,353,0,0,1,1,1,2,28,2,1,5277.971066,3933.563674,1.341778,5277.971066,14539.207866,72178.234207,302.419739,167.003876,136.952179,1.536316,0.025948
234,234,263,205,198,3,3,9,2,25,18,4,3021.315942,2301.767823,1.312607,18393.393677,112854.233167,61938.569812,301.552429,262.006561,39.546326,0.000458,0.013089
234,234,263,205,198,3,3,9,2,25,18,4,3021.315942,2301.767823,1.312607,18393.393677,112854.233167,61938.569812,301.552429,262.006561,39.546326,0.000458,0.013089
235,235,267,128,169,2,2,3,2,30,6,2,1595.696141,1443.993585,1.105058,4971.072292,27789.124651,73729.099849,299.179016,254.445679,45.086807,0.35347,0.028255
235,235,267,128,169,2,2,3,2,30,6,2,1595.696141,1443.993585,1.105058,4971.072292,27789.124651,73729.099849,299.179016,254.445679,45.086807,0.35347,0.028255
236,236,259,0,0,1,1,1,3,27,2,1,1277.087467,1137.718343,1.122499,1277.087467,6257.715176,67279.940778,299.554718,266.238281,33.316895,0.000458,0.026088
236,236,259,0,0,1,1,1,3,27,2,1,1277.087467,1137.718343,1.122499,1277.087467,6257.715176,67279.940778,299.554718,266.238281,33.316895,0.000458,0.026088
237,237,322,0,0,1,2,1,3,22,2,1,1083.269491,960.770909,1.1275,1083.269491,5916.922047,49981.071349,295.740112,205.365723,90.374847,0.000458,0.083428
237,237,322,0,0,1,2,1,3,22,2,1,1083.269491,960.770909,1.1275,1083.269491,5916.922047,49981.071349,295.740112,205.365723,90.374847,0.000458,0.083428
239,239,401,0,0,1,1,1,2,23,2,1,3488.135114,2856.577276,1.221089,3488.135114,6784.90943,57605.491846,293.638733,139.484833,155.885971,1.732071,0.04469
239,239,401,0,0,1,1,1,2,23,2,1,3488.135114,2856.577276,1.221089,3488.135114,6784.90943,57605.491846,293.638733,139.484833,155.885971,1.732071,0.04469
240,240,290,0,0,1,1,1,3,27,2,1,3804.867995,3290.420374,1.156347,3804.867995,10281.692078,74272.771305,293.438049,229.505615,65.942932,2.010498,0.017331
240,240,290,0,0,1,1,1,3,27,2,1,3804.867995,3290.420374,1.156347,3804.867995,10281.692078,74272.771305,293.438049,229.505615,65.942932,2.010498,0.017331
243,243,267,0,0,1,1,1,3,30,2,1,540.696849,454.106544,1.190683,540.696849,7763.632793,72674.100557,288.375031,254.477142,34.282822,0.384933,0.063405
243,243,267,0,0,1,1,1,3,30,2,1,540.696849,454.106544,1.190683,540.696849,7763.632793,72674.100557,288.375031,254.477142,34.282822,0.384933,0.063405
244,244,330,0,0,1,1,1,3,10,2,1,769.189382,661.968354,1.161973,769.189382,10981.693445,24088.047873,284.765411,195.954071,88.811798,0.000458,0.115462
244,244,330,0,0,1,1,1,3,10,2,1,769.189382,661.968354,1.161973,769.189382,10981.693445,24088.047873,284.765411,195.954071,88.811798,0.000458,0.115462
247,247,512,0,0,1,2,1,2,3,2,1,2781.890488,2462.472259,1.129714,2781.890488,9072.633891,5482.721963,281.330414,83.846169,197.484894,0.000648,0.070989
247,247,512,0,0,1,2,1,2,3,2,1,2781.890488,2462.472259,1.129714,2781.890488,9072.633891,5482.721963,281.330414,83.846169,197.484894,0.000648,0.070989
248,248,295,179,81,2,2,2,2,11,4,2,927.555822,845.033329,1.097656,3089.566241,13626.383703,25589.099309,275.429535,225.361053,53.185608,3.117126,0.05734
248,248,295,179,81,2,2,2,2,11,4,2,927.555822,845.033329,1.097656,3089.566241,13626.383703,25589.099309,275.429535,225.361053,53.185608,3.117126,0.05734
249,249,322,0,0,1,1,1,4,22,2,1,558.034128,460.958497,1.210595,558.034128,4101.12889,49455.835985,275.526642,205.365921,70.161377,0.000656,0.12573
249,249,322,0,0,1,1,1,4,22,2,1,558.034128,460.958497,1.210595,558.034128,4101.12889,49455.835985,275.526642,205.365921,70.161377,0.000656,0.12573
254,254,297,0,0,1,1,1,3,26,2,1,2595.253848,2132.890186,1.216778,2595.253848,7576.968498,72059.070887,273.793854,224.619385,50.565002,1.390533,0.019484
254,254,297,0,0,1,1,1,3,26,2,1,2595.253848,2132.890186,1.216778,2595.253848,7576.968498,72059.070887,273.793854,224.619385,50.565002,1.390533,0.019484
255,255,287,0,0,1,1,1,3,21,2,1,1376.260737,1271.322982,1.082542,1376.260737,5174.356335,47887.311229,270.890625,232.704407,38.685516,0.499298,0.028109
255,255,287,0,0,1,1,1,3,21,2,1,1376.260737,1271.322982,1.082542,1376.260737,5174.356335,47887.311229,270.890625,232.704407,38.685516,0.499298,0.028109
257,257,320,0,0,1,1,1,3,20,2,1,1793.265703,1588.057381,1.12922,1793.265703,5551.011213,46159.643054,269.224213,207.947784,62.387695,1.111267,0.03479
257,257,320,0,0,1,1,1,3,20,2,1,1793.265703,1588.057381,1.12922,1793.265703,5551.011213,46159.643054,269.224213,207.947784,62.387695,1.111267,0.03479
259,259,358,236,230,2,2,2,2,26,4,2,4814.581645,3957.489016,1.216575,6853.677158,328273.280544,66002.85331,266.237823,154.229263,112.008362,-0.000198,0.023264
259,259,358,236,230,2,2,2,2,26,4,2,4814.581645,3957.489016,1.216575,6853.677158,328273.280544,66002.85331,266.237823,154.229263,112.008362,-0.000198,0.023264
260,260,287,0,0,1,3,1,2,21,2,1,1725.015404,1449.531221,1.190051,1725.015404,7003.127774,48236.065895,263.630798,232.945145,31.42569,0.740036,0.018218
260,260,287,0,0,1,3,1,2,21,2,1,1725.015404,1449.531221,1.190051,1725.015404,7003.127774,48236.065895,263.630798,232.945145,31.42569,0.740036,0.018218
261,261,405,0,0,1,2,1,2,15,2,1,1797.794267,1565.301818,1.148529,1797.794267,7117.982025,30024.780295,262.887451,132.400421,130.487488,0.000458,0.072582
261,261,405,0,0,1,2,1,2,15,2,1,1797.794267,1565.301818,1.148529,1797.794267,7117.982025,30024.780295,262.887451,132.400421,130.487488,0.000458,0.072582
262,262,519,0,0,1,1,1,2,7,2,1,2109.998584,1801.792869,1.171055,2109.998584,6721.289165,14225.863487,262.41568,69.816956,193.187614,0.58889,0.091558
262,262,519,0,0,1,1,1,2,7,2,1,2109.998584,1801.792869,1.171055,2109.998584,6721.289165,14225.863487,262.41568,69.816956,193.187614,0.58889,0.091558
263,263,319,234,209,3,3,10,2,24,20,4,3948.871764,3003.168546,1.314902,22342.265441,132771.412874,58917.25387,262.006104,213.941528,53.796188,5.731613,0.013623
263,263,319,234,209,3,3,10,2,24,20,4,3948.871764,3003.168546,1.314902,22342.265441,132771.412874,58917.25387,262.006104,213.941528,53.796188,5.731613,0.013623
264,264,355,223,220,2,2,2,2,27,4,2,3302.597288,2122.084041,1.556299,6007.180349,582699.91739,66998.659432,256.478271,164.386047,92.092682,0.000458,0.027885
264,264,355,223,220,2,2,2,2,27,4,2,3302.597288,2122.084041,1.556299,6007.180349,582699.91739,66998.659432,256.478271,164.386047,92.092682,0.000458,0.027885
265,265,286,216,207,2,2,2,2,28,4,2,2441.415972,2011.697117,1.21361,9503.595612,34548.348321,73981.655852,256.28656,233.696548,22.590668,0.000656,0.009253
265,265,286,216,207,2,2,2,2,28,4,2,2441.415972,2011.697117,1.21361,9503.595612,34548.348321,73981.655852,256.28656,233.696548,22.590668,0.000656,0.009253
266,266,272,226,193,4,4,44,1,37,88,6,2531.532113,1982.393912,1.277008,52212.886024,550602.02824,96431.829856,255.590515,249.776825,5.814346,0.000656,0.002297
266,266,272,226,193,4,4,44,1,37,88,6,2531.532113,1982.393912,1.277008,52212.886024,550602.02824,96431.829856,255.590515,249.776825,5.814346,0.000656,0.002297
267,267,352,243,235,2,2,4,2,29,8,3,3365.220209,2831.592155,1.188455,8336.292501,36476.609009,72133.403708,254.092209,166.246704,88.059875,0.214371,0.026168
267,267,352,243,235,2,2,4,2,29,8,3,3365.220209,2831.592155,1.188455,8336.292501,36476.609009,72133.403708,254.092209,166.246704,88.059875,0.214371,0.026168
268,268,349,0,0,1,1,1,3,15,2,1,2852.01658,2231.069103,1.278318,2852.01658,15186.841497,33081.869607,253.969818,169.933853,84.036621,0.000656,0.029466
268,268,349,0,0,1,1,1,3,15,2,1,2852.01658,2231.069103,1.278318,2852.01658,15186.841497,33081.869607,253.969818,169.933853,84.036621,0.000656,0.029466
269,269,286,0,0,1,1,1,3,28,2,1,1485.58995,1269.677965,1.170053,1485.58995,37143.146248,73025.82983,253.749557,233.69635,20.053665,0.000458,0.013499
269,269,286,0,0,1,1,1,3,28,2,1,1485.58995,1269.677965,1.170053,1485.58995,37143.146248,73025.82983,253.749557,233.69635,20.053665,0.000458,0.013499
272,272,284,266,197,4,4,45,1,36,90,6,3946.995972,2507.885362,1.573834,56159.881996,666689.915769,93900.297743,249.776169,235.968018,13.808807,0.000656,0.003499
272,272,284,266,197,4,4,45,1,36,90,6,3946.995972,2507.885362,1.573834,56159.881996,666689.915769,93900.297743,249.776169,235.968018,13.808807,0.000656,0.003499
278,278,348,0,0,1,1,1,3,16,2,1,4082.719591,3114.651837,1.310811,4082.719591,17474.217325,35363.043345,245.474762,170.58316,74.892059,0.000458,0.018344
278,278,348,0,0,1,1,1,3,16,2,1,4082.719591,3114.651837,1.310811,4082.719591,17474.217325,35363.043345,245.474762,170.58316,74.892059,0.000458,0.018344
279,279,331,0,0,1,2,1,3,21,2,1,2584.320927,1392.914647,1.855333,2584.320927,12701.373216,46056.718199,244.407944,195.10585,49.41452,0.112427,0.019121
279,279,331,0,0,1,2,1,3,21,2,1,2584.320927,1392.914647,1.855333,2584.320927,12701.373216,46056.718199,244.407944,195.10585,49.41452,0.112427,0.019121
280,280,449,0,0,1,1,1,2,19,2,1,2045.49987,1805.655237,1.13283,2045.49987,19147.82721,42968.250772,243.211014,111.63018,131.817741,0.236908,0.064443
280,280,449,0,0,1,1,1,2,19,2,1,2045.49987,1805.655237,1.13283,2045.49987,19147.82721,42968.250772,243.211014,111.63018,131.817741,0.236908,0.064443
281,281,388,0,0,1,1,1,3,18,2,1,1320.819152,1168.5302,1.130325,1320.819152,16570.148023,39694.700662,241.122604,149.249817,91.873444,0.000656,0.069558
281,281,388,0,0,1,1,1,3,18,2,1,1320.819152,1168.5302,1.130325,1320.819152,16570.148023,39694.700662,241.122604,149.249817,91.873444,0.000656,0.069558
282,282,321,0,0,1,3,1,2,18,2,1,1501.051435,1235.754442,1.214684,1501.051435,7141.580647,36254.048819,240.497696,206.392197,34.106155,0.000656,0.022722
282,282,321,0,0,1,3,1,2,18,2,1,1501.051435,1235.754442,1.214684,1501.051435,7141.580647,36254.048819,240.497696,206.392197,34.106155,0.000656,0.022722
283,283,331,0,0,1,1,1,4,21,2,1,1397.349601,1224.711851,1.140962,1397.349601,5653.132316,44869.746873,239.719101,195.142609,44.725677,0.149185,0.032008
283,283,331,0,0,1,1,1,4,21,2,1,1397.349601,1224.711851,1.140962,1397.349601,5653.132316,44869.746873,239.719101,195.142609,44.725677,0.149185,0.032008
284,284,285,272,21,4,4,46,1,35,92,6,773.717946,686.254576,1.12745,56933.599942,587922.156827,89953.301771,235.967361,235.774063,0.193954,0.000656,0.000251
284,284,285,272,21,4,4,46,1,35,92,6,773.717946,686.254576,1.12745,56933.599942,587922.156827,89953.301771,235.967361,235.774063,0.193954,0.000656,0.000251
285,285,293,80,284,4,4,49,1,34,98,6,3080.509112,2687.826823,1.146097,60014.109054,650705.316804,89179.583825,235.773407,227.24382,8.530045,0.000458,0.002769
285,285,293,80,284,4,4,49,1,34,98,6,3080.509112,2687.826823,1.146097,60014.109054,650705.316804,89179.583825,235.773407,227.24382,8.530045,0.000458,0.002769
286,286,290,269,265,2,2,3,2,27,6,2,1072.33657,902.055641,1.18877,10575.932182,43177.421416,71540.23988,233.695892,227.705109,6.200775,0.209991,0.005782
286,286,290,269,265,2,2,3,2,27,6,2,1072.33657,902.055641,1.18877,10575.932182,43177.421416,71540.23988,233.695892,227.705109,6.200775,0.209991,0.005782
287,287,320,255,260,2,3,2,2,20,4,2,2144.67314,1686.352674,1.271782,3869.688544,24818.489418,46511.050492,232.205109,206.836975,25.368591,0.000458,0.011829
287,287,320,255,260,2,3,2,2,20,4,2,2144.67314,1686.352674,1.271782,3869.688544,24818.489418,46511.050492,232.205109,206.836975,25.368591,0.000458,0.011829
289,289,432,0,0,1,2,1,3,15,2,1,2592.601077,2093.327738,1.238507,2592.601077,13953.384607,29211.404084,229.668243,121.806488,107.995766,0.13401,0.041655
289,289,432,0,0,1,2,1,3,15,2,1,2592.601077,2093.327738,1.238507,2592.601077,13953.384607,29211.404084,229.668243,121.806488,107.995766,0.13401,0.041655
290,290,297,240,286,2,2,4,2,26,8,3,1004.086271,747.479161,1.343297,11580.018454,56490.055,70467.90331,227.495117,223.229309,4.266266,0.000458,0.004249
290,290,297,240,286,2,2,4,2,26,8,3,1004.086271,747.479161,1.343297,11580.018454,56490.055,70467.90331,227.495117,223.229309,4.266266,0.000458,0.004249
293,293,311,228,285,4,4,61,1,33,122,6,4118.171126,1870.281664,2.201899,64132.28018,920787.678983,86099.074713,227.243362,216.172714,11.071106,0.000458,0.002688
293,293,311,228,285,4,4,61,1,33,122,6,4118.171126,1870.281664,2.201899,64132.28018,920787.678983,86099.074713,227.243362,216.172714,11.071106,0.000458,0.002688
295,295,330,190,248,2,2,3,2,10,6,2,1342.684995,1122.926143,1.195702,4432.251236,32481.954235,24661.543486,222.243927,195.954269,26.290314,0.000656,0.01958
295,295,330,190,248,2,2,3,2,10,6,2,1342.684995,1122.926143,1.195702,4432.251236,32481.954235,24661.543486,222.243927,195.954269,26.290314,0.000656,0.01958
296,296,321,0,0,1,1,1,3,18,2,1,599.89002,543.4941,1.103765,599.89002,6716.476058,35352.887403,223.78508,206.391998,17.393539,0.000458,0.028995
296,296,321,0,0,1,1,1,3,18,2,1,599.89002,543.4941,1.103765,599.89002,6716.476058,35352.887403,223.78508,206.391998,17.393539,0.000458,0.028995
297,297,350,290,254,2,2,5,2,25,10,3,7104.812512,4832.771912,1.470132,18684.830965,85055.464339,69463.817039,223.228851,169.149185,54.080322,0.000656,0.007612
297,297,350,290,254,2,2,5,2,25,10,3,7104.812512,4832.771912,1.470132,18684.830965,85055.464339,69463.817039,223.228851,169.149185,54.080322,0.000656,0.007612
298,298,343,0,0,1,1,1,3,17,2,1,2265.712253,1941.021057,1.167279,2265.712253,8437.207803,34807.661989,221.285736,181.682632,40.235687,0.632584,0.017759
298,298,343,0,0,1,1,1,3,17,2,1,2265.712253,1941.021057,1.167279,2265.712253,8437.207803,34807.661989,221.285736,181.682632,40.235687,0.632584,0.017759
301,301,523,0,0,1,1,1,2,3,2,1,3601.992891,2960.412477,1.21672,3601.992891,718316.390074,7763.895702,218.770905,61.037567,157.740322,0.006985,0.043793
301,301,523,0,0,1,1,1,2,3,2,1,3601.992891,2960.412477,1.21672,3601.992891,718316.390074,7763.895702,218.770905,61.037567,157.740322,0.006985,0.043793
311,311,326,182,293,4,4,62,1,32,124,6,3384.43328,2249.107034,1.50479,67516.71346,937822.220928,81980.903587,216.172256,201.124771,15.672516,0.625031,0.004631
311,311,326,182,293,4,4,62,1,32,124,6,3384.43328,2249.107034,1.50479,67516.71346,937822.220928,81980.903587,216.172256,201.124771,15.672516,0.625031,0.004631
316,316,335,0,0,1,1,1,4,20,2,1,492.4366,451.799468,1.089945,492.4366,4027.325924,43593.436384,209.602844,192.066849,19.14505,1.609055,0.038878
316,316,335,0,0,1,1,1,4,20,2,1,492.4366,451.799468,1.089945,492.4366,4027.325924,43593.436384,209.602844,192.066849,19.14505,1.609055,0.038878
317,317,350,0,0,1,1,1,3,25,2,1,1509.331585,1354.37003,1.114416,1509.331585,8465.526748,63868.336112,208.720383,169.626556,39.571854,0.478027,0.026218
317,317,350,0,0,1,1,1,3,25,2,1,1509.331585,1354.37003,1.114416,1509.331585,8465.526748,63868.336112,208.720383,169.626556,39.571854,0.478027,0.026218
318,318,421,0,0,1,1,1,2,20,2,1,2376.595423,2209.891311,1.075435,2376.595423,2468.999377,52010.787898,208.212524,130.088928,79.684433,1.560837,0.033529
318,318,421,0,0,1,1,1,2,20,2,1,2376.595423,2209.891311,1.075435,2376.595423,2468.999377,52010.787898,208.212524,130.088928,79.684433,1.560837,0.033529
319,319,346,263,214,3,3,13,2,23,26,4,3441.750657,2375.20332,1.449034,25784.016098,188474.660124,54968.382106,208.209915,177.581207,30.629166,0.000458,0.008899
319,319,346,263,214,3,3,13,2,23,26,4,3441.750657,2375.20332,1.449034,25784.016098,188474.660124,54968.382106,208.209915,177.581207,30.629166,0.000458,0.008899
320,320,356,257,287,2,3,3,2,19,6,2,3636.667447,2619.570075,1.388269,7506.355991,53203.441344,44366.377352,206.836517,164.296188,42.540787,0.000458,0.011698
320,320,356,257,287,2,3,3,2,19,6,2,3636.667447,2619.570075,1.388269,7506.355991,53203.441344,44366.377352,206.836517,164.296188,42.540787,0.000458,0.011698
321,321,343,296,282,2,3,2,2,17,4,2,2211.047647,1670.371862,1.323686,3712.099082,16726.601192,34752.997383,206.391541,181.050507,25.341492,0.000458,0.011461
321,321,343,296,282,2,3,2,2,17,4,2,2211.047647,1670.371862,1.323686,3712.099082,16726.601192,34752.997383,206.391541,181.050507,25.341492,0.000458,0.011461
322,322,390,249,237,2,2,2,3,21,4,2,780.122303,726.206021,1.074244,1863.391794,10311.937726,48897.801857,205.365265,145.155579,60.769989,0.560303,0.077898
322,322,390,249,237,2,2,2,3,21,4,2,780.122303,726.206021,1.074244,1863.391794,10311.937726,48897.801857,205.365265,145.155579,60.769989,0.560303,0.077898
326,326,336,210,311,4,4,63,1,31,126,6,3786.753738,2353.990461,1.608653,71303.467198,802260.827717,78596.470307,200.499741,190.181061,10.319138,0.000458,0.002725
326,326,336,210,311,4,4,63,1,31,126,6,3786.753738,2353.990461,1.608653,71303.467198,802260.827717,78596.470307,200.499741,190.181061,10.319138,0.000458,0.002725
329,329,522,0,0,1,1,1,2,4,2,1,1146.991226,1008.528867,1.137291,1146.991226,495878.843641,9388.639022,199.068024,64.228241,134.84005,0.000267,0.11756
329,329,522,0,0,1,1,1,2,4,2,1,1146.991226,1008.528867,1.137291,1146.991226,495878.843641,9388.639022,199.068024,64.228241,134.84005,0.000267,0.11756
330,330,517,244,295,2,2,4,2,9,8,3,5830.377816,4606.410066,1.26571,10262.629052,30600.856368,23318.858491,195.953613,77.566124,119.54953,1.162041,0.020505
330,330,517,244,295,2,2,4,2,9,8,3,5830.377816,4606.410066,1.26571,10262.629052,30600.856368,23318.858491,195.953613,77.566124,119.54953,1.162041,0.020505
331,331,335,283,279,2,2,2,3,20,4,2,371.397487,263.944068,1.407107,2955.718414,18523.210899,43472.397272,194.993423,191.272644,4.535629,0.81485,0.012212
331,331,335,283,279,2,2,2,3,20,4,2,371.397487,263.944068,1.407107,2955.718414,18523.210899,43472.397272,194.993423,191.272644,4.535629,0.81485,0.012212
332,332,512,0,0,1,1,1,3,3,2,1,1968.969421,1764.481392,1.115891,1968.969421,14618.760189,4669.800897,193.542648,83.845978,109.697128,0.000458,0.055713
332,332,512,0,0,1,1,1,3,3,2,1,1968.969421,1764.481392,1.115891,1968.969421,14618.760189,4669.800897,193.542648,83.845978,109.697128,0.000458,0.055713
335,335,356,316,331,2,2,3,3,19,6,2,2371.28988,1903.32774,1.245865,5327.008294,25817.638759,43100.999784,190.457794,164.911804,26.162064,0.616074,0.011033
335,335,356,316,331,2,2,3,3,19,6,2,2371.28988,1903.32774,1.245865,5327.008294,25817.638759,43100.999784,190.457794,164.911804,26.162064,0.616074,0.011033
336,336,345,73,326,4,4,64,1,30,128,7,2312.096709,1026.671176,2.252032,73615.563907,968698.381331,74809.716569,190.180603,179.765732,10.415329,0.000458,0.004505
336,336,345,73,326,4,4,64,1,30,128,7,2312.096709,1026.671176,2.252032,73615.563907,968698.381331,74809.716569,190.180603,179.765732,10.415329,0.000458,0.004505
339,339,521,217,163,2,2,2,2,5,4,2,2542.465035,2097.81576,1.211958,4210.16306,16424.678293,12260.645651,183.858704,67.538208,117.753937,1.433441,0.046315
339,339,521,217,163,2,2,2,2,5,4,2,2542.465035,2097.81576,1.211958,4210.16306,16424.678293,12260.645651,183.858704,67.538208,117.753937,1.433441,0.046315
340,340,461,0,0,1,1,1,3,13,2,1,1059.527856,942.099166,1.124646,1059.527856,35769.19064,24863.641612,183.468063,100.766762,82.701759,0.000458,0.078055
340,340,461,0,0,1,1,1,3,13,2,1,1059.527856,942.099166,1.124646,1059.527856,35769.19064,24863.641612,183.468063,100.766762,82.701759,0.000458,0.078055
341,341,420,0,0,1,1,1,3,12,2,1,1272.558903,1102.578758,1.154166,1272.558903,5861.680146,24306.706298,182.397781,129.922989,53.636658,1.161865,0.042149
341,341,420,0,0,1,1,1,3,12,2,1,1272.558903,1102.578758,1.154166,1272.558903,5861.680146,24306.706298,182.397781,129.922989,53.636658,1.161865,0.042149
342,342,457,0,0,1,1,1,3,17,2,1,3271.674317,2857.064996,1.145117,3271.674317,37010.631898,38612.529985,181.267334,110.328949,70.939034,0.000648,0.021683
342,342,457,0,0,1,1,1,3,17,2,1,3271.674317,2857.064996,1.145117,3271.674317,37010.631898,38612.529985,181.267334,110.328949,70.939034,0.000648,0.021683
343,343,348,321,298,2,3,3,2,16,6,2,1261.625982,993.566249,1.269796,4973.725064,26768.556294,32541.949736,181.050049,170.583359,10.467346,0.000656,0.008297
343,343,348,321,298,2,3,3,2,16,6,2,1261.625982,993.566249,1.269796,4973.725064,26768.556294,32541.949736,181.050049,170.583359,10.467346,0.000656,0.008297
344,344,462,0,0,1,1,1,2,17,2,1,1560.244606,1263.076475,1.235273,1560.244606,3601.702167,37169.572906,180.136566,102.591042,80.074478,2.528954,0.051322
344,344,462,0,0,1,1,1,2,17,2,1,1560.244606,1263.076475,1.235273,1560.244606,3601.702167,37169.572906,180.136566,102.591042,80.074478,2.528954,0.051322
345,345,352,229,336,4,4,65,1,29,130,7,3729.43636,1676.200695,2.224934,77345.000268,997589.286428,72497.61986,179.765274,166.03299,13.732941,0.000656,0.003682
345,345,352,229,336,4,4,65,1,29,130,7,3729.43636,1676.200695,2.224934,77345.000268,997589.286428,72497.61986,179.765274,166.03299,13.732941,0.000656,0.003682
346,346,357,319,67,3,3,14,2,22,28,4,2232.913489,1875.675019,1.190459,28016.929588,201737.430646,51526.631448,177.58075,154.701736,22.888458,0.009445,0.01025
346,346,357,319,67,3,3,14,2,22,28,4,2232.913489,1875.675019,1.190459,28016.929588,201737.430646,51526.631448,177.58075,154.701736,22.888458,0.009445,0.01025
348,348,349,278,343,2,3,4,2,15,8,3,1050.470728,746.54656,1.407107,6024.195792,30692.765254,31280.323755,170.582703,169.933655,0.649506,0.000458,0.000618
348,348,349,278,343,2,3,4,2,15,8,3,1050.470728,746.54656,1.407107,6024.195792,30692.765254,31280.323755,170.582703,169.933655,0.649506,0.000458,0.000618
349,349,458,348,268,2,3,5,2,14,10,3,5348.874137,4128.088594,1.295727,11373.069929,64713.93217,30229.853027,169.933197,106.538803,63.395042,0.000648,0.011852
349,349,458,348,268,2,3,5,2,14,10,3,5348.874137,4128.088594,1.295727,11373.069929,64713.93217,30229.853027,169.933197,106.538803,63.395042,0.000648,0.011852
350,350,386,317,297,2,2,6,2,24,12,3,3263.394167,2409.854147,1.354187,21948.225132,88648.729447,62359.004527,169.148529,153.515167,15.844452,0.21109,0.004855
350,350,386,317,297,2,2,6,2,24,12,3,3263.394167,2409.854147,1.354187,21948.225132,88648.729447,62359.004527,169.148529,153.515167,15.844452,0.21109,0.004855
351,351,464,0,0,1,1,1,2,15,2,1,3324.46313,2435.304224,1.365112,3324.46313,281483.011592,32171.329228,168.214737,90.968201,77.247185,0.000648,0.023236
351,351,464,0,0,1,1,1,2,15,2,1,3324.46313,2435.304224,1.365112,3324.46313,281483.011592,32171.329228,168.214737,90.968201,77.247185,0.000648,0.023236
352,352,353,267,345,4,4,69,1,28,138,7,1867.920359,1546.721245,1.207665,79212.920627,1053685.076628,68768.183499,166.032333,165.468018,0.564774,0.000458,0.000302
352,352,353,267,345,4,4,69,1,28,138,7,1867.920359,1546.721245,1.207665,79212.920627,1053685.076628,68768.183499,166.032333,165.468018,0.564774,0.000458,0.000302
353,353,355,233,352,4,4,70,1,27,140,7,3204.200997,2429.57611,1.318831,82417.121623,1082315.5313,66900.26314,165.46756,164.386246,1.08197,0.000656,0.000338
353,353,355,233,352,4,4,70,1,27,140,7,3204.200997,2429.57611,1.318831,82417.121623,1082315.5313,66900.26314,165.46756,164.386246,1.08197,0.000656,0.000338
354,354,420,0,0,1,2,1,2,12,2,1,1349.089352,1208.967559,1.115902,1349.089352,6950.663753,24383.236747,164.807953,129.54892,36.046829,0.787796,0.026719
354,354,420,0,0,1,2,1,2,12,2,1,1349.089352,1208.967559,1.115902,1349.089352,6950.663753,24383.236747,164.807953,129.54892,36.046829,0.787796,0.026719
355,355,358,353,264,4,4,72,1,26,144,7,2507.790478,1957.105661,1.281377,84924.912101,902338.022432,63696.062144,164.38559,154.229919,10.156128,0.000458,0.00405
355,355,358,353,264,4,4,72,1,26,144,7,2507.790478,1957.105661,1.281377,84924.912101,902338.022432,63696.062144,164.38559,154.229919,10.156128,0.000458,0.00405
356,356,388,320,335,3,3,6,2,18,12,3,2355.828394,2032.540706,1.159056,9862.184386,54724.249605,40729.709904,164.295731,149.249619,15.04657,0.000458,0.006387
356,356,388,320,335,3,3,6,2,18,12,3,2355.828394,2032.540706,1.159056,9862.184386,54724.249605,40729.709904,164.295731,149.249619,15.04657,0.000458,0.006387
357,357,390,203,346,3,3,15,2,21,30,4,1176.038405,1093.697081,1.075287,29192.967992,221281.723724,49293.717959,154.692291,144.838531,10.097015,0.243256,0.008586
357,357,390,203,346,3,3,15,2,21,30,4,1176.038405,1093.697081,1.075287,29192.967992,221281.723724,49293.717959,154.692291,144.838531,10.097015,0.243256,0.008586
358,358,377,259,355,4,4,74,1,25,148,7,1503.704207,1326.302526,1.133757,86428.616308,962850.469569,61188.271666,154.229462,153.357956,0.871964,0.000458,0.00058
358,358,377,259,355,4,4,74,1,25,148,7,1503.704207,1326.302526,1.133757,86428.616308,962850.469569,61188.271666,154.229462,153.357956,0.871964,0.000458,0.00058
377,377,386,215,358,4,4,75,1,24,150,7,588.957099,534.446003,1.101996,87017.573407,1147330.433636,59684.567459,153.357498,153.304733,0.053421,0.000656,9.1e-05
377,377,386,215,358,4,4,75,1,24,150,7,588.957099,534.446003,1.101996,87017.573407,1147330.433636,59684.567459,153.357498,153.304733,0.053421,0.000656,9.1e-05
386,386,401,350,377,4,4,81,1,23,162,7,4978.253628,3255.191272,1.529328,91995.827035,1263120.997923,59095.61036,153.304077,137.796432,15.551315,0.043671,0.003124
386,386,401,350,377,4,4,81,1,23,162,7,4978.253628,3255.191272,1.529328,91995.827035,1263120.997923,59095.61036,153.304077,137.796432,15.551315,0.043671,0.003124
388,388,457,281,356,3,3,7,2,17,14,3,3033.025842,1997.099261,1.518716,12895.210228,43935.22924,38373.88151,149.249161,110.328758,38.92086,0.000458,0.012832
388,388,457,281,356,3,3,7,2,17,14,3,3033.025842,1997.099261,1.518716,12895.210228,43935.22924,38373.88151,149.249161,110.328758,38.92086,0.000458,0.012832
389,389,405,0,0,1,1,1,3,15,2,1,918.498694,813.101967,1.129623,918.498694,3319.132138,29145.484722,149.234818,132.400162,16.834854,0.000198,0.018329
389,389,405,0,0,1,1,1,3,15,2,1,918.498694,813.101967,1.129623,918.498694,3319.132138,29145.484722,149.234818,132.400162,16.834854,0.000198,0.018329
