cat,stream,next_stream,prev_str01,prev_str02,strahler,horton,shreve,hack,topo_dim,scheidegger,drwal_old,length,stright,sinosoid,cum_length,flow_accum,out_dist,source_elev,outlet_elev,elev_drop,out_drop,gradient
89,89,133,72,61,2,2,2,3,44,4,2,1513.860149,1269.677965,1.192318,2685.36999,9952.781889,117633.186593,457.131958,424.090881,33.699341,0.658264,0.022261
89,89,133,72,61,2,2,2,3,44,4,2,1513.860149,1269.677965,1.192318,2685.36999,9952.781889,117633.186593,457.131958,424.090881,33.699341,0.658264,0.022261
90,90,101,76,85,3,3,8,2,49,16,4,1283.491824,1092.741191,1.174562,17884.396777,127598.039103,126403.821337,457.901733,450.706848,7.34787,0.152985,0.005725
90,90,101,76,85,3,3,8,2,49,16,4,1283.491824,1092.741191,1.174562,17884.396777,127598.039103,126403.821337,457.901733,450.706848,7.34787,0.152985,0.005725
97,97,181,0,0,1,1,1,3,40,2,1,588.957099,507.019997,1.161605,588.957099,3710.67578,102293.130643,457.477356,392.524445,67.535645,2.582733,0.11467
97,97,181,0,0,1,1,1,3,40,2,1,588.957099,507.019997,1.161605,588.957099,3710.67578,102293.130643,457.477356,392.524445,67.535645,2.582733,0.11467
98,98,123,26,43,2,3,2,2,43,4,2,2590.725284,2222.935622,1.165452,6731.539231,36946.020239,108630.629566,456.666443,430.461456,26.661469,0.456482,0.010291
98,98,123,26,43,2,3,2,2,43,4,2,2590.725284,2222.935622,1.165452,6731.539231,36946.020239,108630.629566,456.666443,430.461456,26.661469,0.456482,0.010291
99,99,122,0,0,1,1,1,3,43,2,1,1718.611047,1487.483484,1.155382,1718.611047,6026.956808,120838.486403,455.710999,430.09259,25.619049,0.000641,0.014907
99,99,122,0,0,1,1,1,3,43,2,1,1718.611047,1487.483484,1.155382,1718.611047,6026.956808,120838.486403,455.710999,430.09259,25.619049,0.000641,0.014907
100,100,152,0,0,1,1,1,3,43,2,1,832.911117,717.034556,1.161605,832.911117,8301.592316,115075.260073,452.809601,421.811981,30.998077,0.000458,0.037217
100,100,152,0,0,1,1,1,3,43,2,1,832.911117,717.034556,1.161605,832.911117,8301.592316,115075.260073,452.809601,421.811981,30.998077,0.000458,0.037217
101,101,105,29,90,3,3,9,2,48,18,4,736.390618,541.567948,1.359738,18620.787395,144542.956725,125120.329513,450.553864,447.651276,2.903046,0.000458,0.003942
101,101,105,29,90,3,3,9,2,48,18,4,736.390618,541.567948,1.359738,18620.787395,144542.956725,125120.329513,450.553864,447.651276,2.903046,0.000458,0.003942
102,102,106,24,84,2,4,7,1,48,14,3,386.858973,384.308363,1.006637,22130.011373,84520.236115,124370.031367,449.066223,446.750244,2.65448,0.338501,0.006862
102,102,106,24,84,2,4,7,1,48,14,3,386.858973,384.308363,1.006637,22130.011373,84520.236115,124370.031367,449.066223,446.750244,2.65448,0.338501,0.006862
103,103,170,0,0,1,1,1,2,43,2,1,525.235364,485.255264,1.08239,525.235364,2263.818972,113820.038448,449.154633,395.444275,53.727509,0.017151,0.102292
103,103,170,0,0,1,1,1,2,43,2,1,525.235364,485.255264,1.08239,525.235364,2263.818972,113820.038448,449.154633,395.444275,53.727509,0.017151,0.102292
105,105,111,101,54,3,3,10,2,47,20,4,1238.983161,1083.135896,1.143885,19859.770556,105837.419116,124383.938895,447.650818,446.055359,1.595642,0.000183,0.001288
105,105,111,101,54,3,3,10,2,47,20,4,1238.983161,1083.135896,1.143885,19859.770556,105837.419116,124383.938895,447.650818,446.055359,1.595642,0.000183,0.001288
106,106,115,74,102,2,4,8,1,47,16,4,1154.172562,1067.587684,1.081103,23284.183935,133138.327701,123983.172394,446.411743,440.101135,6.527618,0.21701,0.005656
106,106,115,74,102,2,4,8,1,47,16,4,1154.172562,1067.587684,1.081103,23284.183935,133138.327701,123983.172394,446.411743,440.101135,6.527618,0.21701,0.005656
111,111,116,50,105,3,3,12,2,46,24,4,2508.889292,2087.16181,1.202058,22368.659848,180061.184785,123144.955735,446.055176,438.567474,7.488159,0.000458,0.002985
111,111,116,50,105,3,3,12,2,46,24,4,2508.889292,2087.16181,1.202058,22368.659848,180061.184785,123144.955735,446.055176,438.567474,7.488159,0.000458,0.002985
112,112,214,52,22,2,2,2,3,25,4,2,2738.158803,2190.09966,1.250244,7751.086988,35925.722773,60532.940061,442.280487,327.036011,115.768311,0.523834,0.04228
112,112,214,52,22,2,2,2,3,25,4,2,2738.158803,2190.09966,1.250244,7751.086988,35925.722773,60532.940061,442.280487,327.036011,115.768311,0.523834,0.04228
113,113,189,0,0,1,1,1,3,40,2,1,3713.974875,2620.899469,1.417061,3713.974875,13592.453962,117671.612735,442.147217,376.603607,65.54425,0.000641,0.017648
113,113,189,0,0,1,1,1,3,40,2,1,3713.974875,2620.899469,1.417061,3713.974875,13592.453962,117671.612735,442.147217,376.603607,65.54425,0.000641,0.017648
115,115,127,55,106,2,4,9,1,46,18,4,2659.752562,2132.073456,1.247496,25943.936497,154720.351802,122828.999832,439.884125,427.047913,12.836853,0.000641,0.004826
115,115,127,55,106,2,4,9,1,46,18,4,2659.752562,2132.073456,1.247496,25943.936497,154720.351802,122828.999832,439.884125,427.047913,12.836853,0.000641,0.004826
116,116,120,111,16,3,3,13,2,45,26,4,1667.698026,1494.026013,1.116244,24036.357873,109983.930949,120636.066443,438.567017,432.502197,6.065002,0.000183,0.003637
116,116,120,111,16,3,3,13,2,45,26,4,1667.698026,1494.026013,1.116244,24036.357873,109983.930949,120636.066443,438.567017,432.502197,6.065002,0.000183,0.003637
117,117,198,88,28,3,3,7,2,27,14,3,2729.101675,2423.83446,1.125944,11176.599181,82396.160414,68863.15004,435.946198,360.806366,75.55368,0.413849,0.027684
117,117,198,88,28,3,3,7,2,27,14,3,2729.101675,2423.83446,1.125944,11176.599181,82396.160414,68863.15004,435.946198,360.806366,75.55368,0.413849,0.027684
118,118,161,0,0,1,1,1,4,41,2,1,778.24651,714.601449,1.089064,778.24651,4745.871515,104792.640971,435.767548,411.170074,24.598114,0.000641,0.031607
118,118,161,0,0,1,1,1,4,41,2,1,778.24651,714.601449,1.089064,778.24651,4745.871515,104792.640971,435.767548,411.170074,24.598114,0.000641,0.031607
119,119,185,0,0,1,1,1,4,40,2,1,975.816072,873.810346,1.116737,975.816072,4872.952863,103935.211241,435.235901,387.781616,47.846558,0.392273,0.049032
119,119,185,0,0,1,1,1,4,40,2,1,975.816072,873.810346,1.116737,975.816072,4872.952863,103935.211241,435.235901,387.781616,47.846558,0.392273,0.049032
120,120,133,116,87,3,3,14,2,44,28,4,2849.041973,2234.189481,1.275202,26885.399847,210625.839349,118968.368417,432.502014,423.443726,9.069397,0.011108,0.003183
120,120,133,116,87,3,3,14,2,44,28,4,2849.041973,2234.189481,1.275202,26885.399847,210625.839349,118968.368417,432.502014,423.443726,9.069397,0.011108,0.003183
122,122,158,99,77,2,3,2,2,42,4,2,1272.558903,1123.856359,1.132315,3571.06992,17773.149376,119119.875357,430.091949,414.809601,15.90976,0.627411,0.012502
122,122,158,99,77,2,3,2,2,42,4,2,1272.558903,1123.856359,1.132315,3571.06992,17773.149376,119119.875357,430.091949,414.809601,15.90976,0.627411,0.012502
123,123,126,3,98,2,3,3,2,42,6,2,771.065174,747.479161,1.031554,7502.604406,63310.763928,106039.904282,430.004974,427.202728,3.110992,0.308746,0.004035
123,123,126,3,98,2,3,3,2,42,6,2,771.065174,747.479161,1.031554,7502.604406,63310.763928,106039.904282,430.004974,427.202728,3.110992,0.308746,0.004035
125,125,183,0,0,1,1,1,3,41,2,1,1369.079402,1044.164867,1.311172,1369.079402,2099.844343,116574.757551,429.031799,390.59903,40.768982,2.336212,0.029778
125,125,183,0,0,1,1,1,3,41,2,1,1369.079402,1044.164867,1.311172,1369.079402,2099.844343,116574.757551,429.031799,390.59903,40.768982,2.336212,0.029778
126,126,180,53,123,2,3,4,2,41,8,3,2232.913489,1848.362446,1.20805,9735.517895,75007.808761,105268.839107,426.893982,389.965149,36.929291,0.000458,0.016539
126,126,180,53,123,2,3,4,2,41,8,3,2232.913489,1848.362446,1.20805,9735.517895,75007.808761,105268.839107,426.893982,389.965149,36.929291,0.000458,0.016539
127,127,157,115,82,2,4,10,1,45,20,4,2313.972502,1670.371862,1.385304,28257.908999,171150.879279,120169.24727,427.047272,416.766937,10.280792,0.000458,0.004443
127,127,157,115,82,2,4,10,1,45,20,4,2313.972502,1670.371862,1.385304,28257.908999,171150.879279,120169.24727,427.047272,416.766937,10.280792,0.000458,0.004443
128,128,235,0,0,1,1,1,3,31,2,1,1860.739023,1710.756687,1.08767,1860.739023,7319.104848,75589.838872,426.543976,300.28006,127.36496,1.101044,0.068449
128,128,235,0,0,1,1,1,3,31,2,1,1860.739023,1710.756687,1.08767,1860.739023,7319.104848,75589.838872,426.543976,300.28006,127.36496,1.101044,0.068449
129,129,161,59,51,2,2,2,3,41,4,2,1241.635932,1051.147101,1.18122,2402.212851,14143.65458,105256.030393,425.790863,411.169891,14.621429,0.000458,0.011776
129,129,161,59,51,2,2,2,3,41,4,2,1241.635932,1051.147101,1.18122,2402.212851,14143.65458,105256.030393,425.790863,411.169891,14.621429,0.000458,0.011776
132,132,211,0,0,1,1,1,2,41,2,1,567.091256,525.904829,1.078315,567.091256,2446.190985,106860.006684,424.045471,342.219177,87.579681,5.753387,0.154437
132,132,211,0,0,1,1,1,2,41,2,1,567.091256,525.904829,1.078315,567.091256,2446.190985,106860.006684,424.045471,342.219177,87.579681,5.753387,0.154437
133,133,152,120,89,3,3,16,2,43,32,5,1876.977487,1643.462526,1.142087,28762.377334,221167.519539,116119.326443,423.432617,422.883209,1.621094,1.071686,0.000864
133,133,152,120,89,3,3,16,2,43,32,5,1876.977487,1643.462526,1.142087,28762.377334,221167.519539,116119.326443,423.432617,422.883209,1.621094,1.071686,0.000864
152,152,196,133,100,3,3,17,2,42,34,5,4866.271644,3959.161015,1.229117,33628.648978,205051.108472,114242.348956,421.811523,370.114838,56.055511,4.358826,0.011519
152,152,196,133,100,3,3,17,2,42,34,5,4866.271644,3959.161015,1.229117,33628.648978,205051.108472,114242.348956,421.811523,370.114838,56.055511,4.358826,0.011519
157,157,162,64,127,2,4,11,1,44,22,4,1421.868215,736.209986,1.931335,29679.777214,197054.387737,117855.274768,416.766479,409.699982,7.066956,0.000458,0.00497
157,157,162,64,127,2,4,11,1,44,22,4,1421.868215,736.209986,1.931335,29679.777214,197054.387737,117855.274768,416.766479,409.699982,7.066956,0.000458,0.00497
158,158,183,83,122,2,3,3,2,41,6,2,2641.638305,1972.529442,1.339214,6212.708224,36774.411364,117847.316454,414.18219,388.263275,25.919373,0.000458,0.009812
158,158,183,83,122,2,3,3,2,41,6,2,2641.638305,1972.529442,1.339214,6212.708224,36774.411364,117847.316454,414.18219,388.263275,25.919373,0.000458,0.009812
161,161,185,118,129,2,2,3,3,40,6,2,1054.999292,923.427097,1.142482,3457.212143,22852.603311,104014.394461,411.169434,387.551758,23.78009,0.162415,0.02254
161,161,185,118,129,2,2,3,3,40,6,2,1054.999292,923.427097,1.142482,3457.212143,22852.603311,104014.394461,411.169434,387.551758,23.78009,0.162415,0.02254
162,162,170,157,33,3,4,13,1,43,26,4,3138.603469,1852.315764,1.694421,32818.380683,209468.969791,116433.406553,409.699524,395.427582,14.2724,0.000458,0.004547
162,162,170,157,33,3,4,13,1,43,26,4,3138.603469,1852.315764,1.694421,32818.380683,209468.969791,116433.406553,409.699524,395.427582,14.2724,0.000458,0.004547
163,163,339,0,0,1,2,1,2,6,2,1,1667.698026,1508.181114,1.105768,1667.698026,13265.555247,13928.343677,405.047028,183.859161,221.188324,0.000458,0.132631
163,163,339,0,0,1,2,1,2,6,2,1,1667.698026,1508.181114,1.105768,1667.698026,13265.555247,13928.343677,405.047028,183.859161,221.188324,0.000458,0.132631
164,164,218,0,0,1,1,1,2,40,2,1,997.681914,838.827369,1.189377,997.681914,6020.413345,106220.136565,401.491516,325.486023,77.080566,1.075073,0.07726
164,164,218,0,0,1,1,1,2,40,2,1,997.681914,838.827369,1.189377,997.681914,6020.413345,106220.136565,401.491516,325.486023,77.080566,1.075073,0.07726
166,166,191,0,0,1,1,1,4,39,2,1,1597.571934,1323.936708,1.206683,1597.571934,3580.068477,112076.908787,400.471283,375.139709,25.685699,0.354126,0.016078
166,166,191,0,0,1,1,1,4,39,2,1,1597.571934,1323.936708,1.206683,1597.571934,3580.068477,112076.908787,400.471283,375.139709,25.685699,0.354126,0.016078
169,169,235,78,36,2,2,2,2,31,4,2,2214.799232,1997.099261,1.109008,3375.376151,19864.163622,75943.899081,396.335876,301.184204,97.15686,2.005188,0.043867
169,169,235,78,36,2,2,2,2,31,4,2,2214.799232,1997.099261,1.109008,3375.376151,19864.163622,75943.899081,396.335876,301.184204,97.15686,2.005188,0.043867
170,170,196,162,103,3,4,14,1,42,28,4,3918.725772,1613.516661,2.428686,36737.106455,374169.712606,113294.803084,395.427124,365.75647,29.671112,0.000458,0.007572
170,170,196,162,103,3,4,14,1,42,28,4,3918.725772,1613.516661,2.428686,36737.106455,374169.712606,113294.803084,395.427124,365.75647,29.671112,0.000458,0.007572
171,171,191,0,0,1,2,1,3,39,2,1,1740.476889,1436.496038,1.211613,1740.476889,5371.767801,112219.813742,394.331665,374.786224,19.546082,0.000641,0.01123
171,171,191,0,0,1,2,1,3,39,2,1,1740.476889,1436.496038,1.211613,1740.476889,5371.767801,112219.813742,394.331665,374.786224,19.546082,0.000641,0.01123
178,178,414,0,0,1,1,1,3,19,2,1,5155.83314,4240.391035,1.215886,5155.83314,80255.728059,50133.033432,393.059875,132.138123,260.922409,0.000656,0.050607
178,178,414,0,0,1,1,1,3,19,2,1,5155.83314,4240.391035,1.215886,5155.83314,80255.728059,50133.033432,393.059875,132.138123,260.922409,0.000656,0.050607
179,179,248,0,0,1,1,1,3,12,2,1,997.681914,871.415247,1.144898,997.681914,5946.193547,26586.781223,390.894409,277.184174,115.464874,1.754639,0.115733
179,179,248,0,0,1,1,1,3,12,2,1,997.681914,871.415247,1.144898,997.681914,5946.193547,26586.781223,390.894409,277.184174,115.464874,1.754639,0.115733
180,180,181,49,126,2,3,5,2,40,10,3,1331.752074,1149.899829,1.158146,11067.269969,88409.017001,103035.925618,389.964691,389.942352,0.02298,0.000641,1.7e-05
180,180,181,49,126,2,3,5,2,40,10,3,1331.752074,1149.899829,1.158146,11067.269969,88409.017001,103035.925618,389.964691,389.942352,0.02298,0.000641,1.7e-05
181,181,193,180,97,2,3,6,2,39,12,3,913.97013,769.522581,1.187711,11981.240098,112885.797455,101704.173544,389.941711,366.64209,23.300079,0.000458,0.025493
181,181,193,180,97,2,3,6,2,39,12,3,913.97013,769.522581,1.187711,11981.240098,112885.797455,101704.173544,389.941711,366.64209,23.300079,0.000458,0.025493
182,182,311,0,0,1,1,1,2,33,2,1,2576.040777,2073.263431,1.242505,2576.040777,5036.956095,84556.944364,389.560181,217.245148,173.387924,1.072891,0.067308
182,182,311,0,0,1,1,1,2,33,2,1,2576.040777,2073.263431,1.242505,2576.040777,5036.956095,84556.944364,389.560181,217.245148,173.387924,1.072891,0.067308
183,183,189,125,158,2,3,4,2,40,8,3,1248.040289,735.263092,1.697406,7460.748513,37912.591763,115205.678149,388.262817,376.603424,11.659851,0.000458,0.009343
183,183,189,125,158,2,3,4,2,40,8,3,1248.040289,735.263092,1.697406,7460.748513,37912.591763,115205.678149,388.262817,376.603424,11.659851,0.000458,0.009343
184,184,226,0,0,1,1,1,2,39,2,1,466.042193,435.307708,1.070604,466.042193,2986.764747,103136.974681,387.780884,311.537476,76.863861,0.620453,0.164929
184,184,226,0,0,1,1,1,2,39,2,1,466.042193,435.307708,1.070604,466.042193,2986.764747,103136.974681,387.780884,311.537476,76.863861,0.620453,0.164929
185,185,193,161,119,2,2,4,3,39,8,3,2169.191754,1863.751657,1.163885,5626.403897,42361.736987,102959.395169,387.389343,366.642273,20.747711,0.000641,0.009565
185,185,193,161,119,2,2,4,3,39,8,3,2169.191754,1863.751657,1.163885,5626.403897,42361.736987,102959.395169,387.389343,366.642273,20.747711,0.000641,0.009565
188,188,402,0,0,1,1,1,2,22,2,1,2933.852572,2505.384007,1.171019,2933.852572,3067.870115,56286.548486,382.395752,136.769196,246.772964,1.146408,0.084112
188,188,402,0,0,1,1,1,2,22,2,1,2933.852572,2505.384007,1.171019,2933.852572,3067.870115,56286.548486,382.395752,136.769196,246.772964,1.146408,0.084112
189,189,194,113,183,2,3,5,2,39,10,3,2109.998584,1477.379617,1.428203,9570.747097,52467.61322,113957.63786,376.602966,366.258331,10.345276,0.000641,0.004903
189,189,194,113,183,2,3,5,2,39,10,3,2109.998584,1477.379617,1.428203,9570.747097,52467.61322,113957.63786,376.602966,366.258331,10.345276,0.000641,0.004903
190,190,295,0,0,1,1,1,3,11,2,1,1125.125384,963.305451,1.167984,1125.125384,15273.470423,25786.66887,375.247498,224.624725,153.003571,2.380798,0.135988
190,190,295,0,0,1,1,1,3,11,2,1,1125.125384,963.305451,1.167984,1125.125384,15273.470423,25786.66887,375.247498,224.624725,153.003571,2.380798,0.135988
191,191,202,171,166,2,2,2,3,38,4,2,943.017308,710.691152,1.326902,2683.494197,9784.36964,110479.336853,374.785583,355.791504,18.994354,0.000275,0.020142
191,191,202,171,166,2,2,2,3,38,4,2,943.017308,710.691152,1.326902,2683.494197,9784.36964,110479.336853,374.785583,355.791504,18.994354,0.000275,0.020142
192,192,212,0,0,1,2,1,3,36,2,1,2182.777447,2016.539587,1.082437,2182.777447,4121.945894,103816.8249,369.689819,332.553864,39.002441,1.866486,0.017868
192,192,212,0,0,1,2,1,3,36,2,1,2182.777447,2016.539587,1.082437,2182.777447,4121.945894,103816.8249,369.689819,332.553864,39.002441,1.866486,0.017868
193,193,266,185,181,3,3,10,2,38,20,4,4358.373559,3719.457996,1.171777,16339.613657,81913.306586,100790.203415,366.641632,256.810852,111.051117,1.220337,0.02548
193,193,266,185,181,3,3,10,2,38,20,4,4358.373559,3719.457996,1.171777,16339.613657,81913.306586,100790.203415,366.641632,256.810852,111.051117,1.220337,0.02548
194,194,202,79,189,2,3,6,2,38,12,3,2311.319731,1887.338511,1.224645,11882.066828,66090.118868,111847.639276,366.25769,355.791412,10.466461,0.000183,0.004528
194,194,202,79,189,2,3,6,2,38,12,3,2311.319731,1887.338511,1.224645,11882.066828,66090.118868,111847.639276,366.25769,355.791412,10.466461,0.000183,0.004528
196,196,211,170,152,4,4,31,1,41,62,5,3083.161884,2108.415876,1.462312,39820.268339,434383.940461,109376.077312,365.756012,336.466248,29.290222,0.000458,0.0095
196,196,211,170,152,4,4,31,1,41,62,5,3083.161884,2108.415876,1.462312,39820.268339,434383.940461,109376.077312,365.756012,336.466248,29.290222,0.000458,0.0095
197,197,272,0,0,1,1,1,2,37,2,1,3212.481146,2590.016309,1.240332,3212.481146,13054.682478,97112.778889,363.228912,249.776825,113.452744,0.000656,0.035316
197,197,272,0,0,1,1,1,2,37,2,1,3212.481146,2590.016309,1.240332,3212.481146,13054.682478,97112.778889,363.228912,249.776825,113.452744,0.000656,0.035316
198,198,234,37,117,3,3,8,2,26,16,4,4195.478554,3163.477286,1.326224,15372.077735,98958.894015,66134.048365,360.392517,301.552887,58.840088,0.000458,0.014025
198,198,234,37,117,3,3,8,2,26,16,4,4195.478554,3163.477286,1.326224,15372.077735,98958.894015,66134.048365,360.392517,301.552887,58.840088,0.000458,0.014025
199,199,219,0,0,1,1,1,3,37,2,1,861.958295,818.22661,1.053447,861.958295,43932.609357,105858.573185,360.565704,322.684113,37.881866,0.000275,0.043949
199,199,219,0,0,1,1,1,3,37,2,1,861.958295,818.22661,1.053447,861.958295,43932.609357,105858.573185,360.565704,322.684113,37.881866,0.000275,0.043949
201,201,227,0,0,1,1,1,3,36,2,1,1962.565065,1779.421564,1.102923,1962.565065,14635.872252,102741.835558,360.022797,310.32489,49.698364,0.000458,0.025323
201,201,227,0,0,1,1,1,3,36,2,1,1962.565065,1779.421564,1.102923,1962.565065,14635.872252,102741.835558,360.022797,310.32489,49.698364,0.000458,0.025323
202,202,219,191,194,3,3,8,2,37,16,4,4539.704656,2190.894758,2.072078,16421.771484,82735.611224,109536.319545,355.791229,322.684296,33.107391,0.000458,0.007293
202,202,219,191,194,3,3,8,2,37,16,4,4539.704656,2190.894758,2.072078,16421.771484,82735.611224,109536.319545,355.791229,322.684296,33.107391,0.000458,0.007293
203,203,357,0,0,1,1,1,3,22,2,1,3706.793539,3290.843797,1.126396,3706.793539,8888.385762,53000.511498,353.973877,155.06839,199.281586,0.376099,0.053761
203,203,357,0,0,1,1,1,3,22,2,1,3706.793539,3290.843797,1.126396,3706.793539,8888.385762,53000.511498,353.973877,155.06839,199.281586,0.376099,0.053761
205,205,234,0,0,1,1,1,3,26,2,1,606.294377,561.152785,1.080444,606.294377,2864.880616,62544.864189,352.091675,302.708557,50.539246,1.156128,0.083358
205,205,234,0,0,1,1,1,3,26,2,1,606.294377,561.152785,1.080444,606.294377,2864.880616,62544.864189,352.091675,302.708557,50.539246,1.156128,0.083358
207,207,265,0,0,1,2,1,2,29,2,1,7062.17964,3281.834303,2.1519,7062.17964,17763.966711,81043.835492,341.129547,256.287201,84.842987,0.000641,0.012014
207,207,265,0,0,1,2,1,2,29,2,1,7062.17964,3281.834303,2.1519,7062.17964,17763.966711,81043.835492,341.129547,256.287201,84.842987,0.000641,0.012014
208,208,212,0,0,1,1,1,4,36,2,1,406.849023,396.79494,1.025338,406.849023,4281.509838,102040.896475,337.760223,331.193604,7.072845,0.506226,0.017384
208,208,212,0,0,1,1,1,4,36,2,1,406.849023,396.79494,1.025338,406.849023,4281.509838,102040.896475,337.760223,331.193604,7.072845,0.506226,0.017384
209,209,263,0,0,1,1,1,3,25,2,1,494.312393,461.713548,1.070604,494.312393,4135.808752,59411.566263,336.837128,262.903076,74.831024,0.896973,0.151384
209,209,263,0,0,1,1,1,3,25,2,1,494.312393,461.713548,1.070604,494.312393,4135.808752,59411.566263,336.837128,262.903076,74.831024,0.896973,0.151384
210,210,326,0,0,1,1,1,2,32,2,1,3065.047627,2657.590415,1.153318,3065.047627,8696.86339,81661.517934,336.787598,207.252106,136.287857,6.752365,0.044465
210,210,326,0,0,1,1,1,2,32,2,1,3065.047627,2657.590415,1.153318,3065.047627,8696.86339,81661.517934,336.787598,207.252106,136.287857,6.752365,0.044465
211,211,218,132,196,4,4,32,1,40,64,6,1070.460777,661.441938,1.618375,40890.729116,471138.478802,106292.915428,336.46579,324.411591,12.05484,0.000641,0.011261
211,211,218,132,196,4,4,32,1,40,64,6,1070.460777,661.441938,1.618375,40890.729116,471138.478802,106292.915428,336.46579,324.411591,12.05484,0.000641,0.011261
212,212,228,192,208,2,2,2,3,35,4,2,1035.009242,897.797899,1.152831,3217.786689,35580.604116,101634.047453,330.687378,310.32196,20.366058,0.000641,0.019677
212,212,228,192,208,2,2,2,3,35,4,2,1035.009242,897.797899,1.152831,3217.786689,35580.604116,101634.047453,330.687378,310.32196,20.366058,0.000641,0.019677
214,214,319,75,112,2,2,3,3,24,6,2,2826.399152,2180.376108,1.29629,10577.48614,59393.648663,57794.781258,326.512177,208.210373,118.302261,0.000458,0.041856
214,214,319,75,112,2,2,3,3,24,6,2,2826.399152,2180.376108,1.29629,10577.48614,59393.648663,57794.781258,326.512177,208.210373,118.302261,0.000458,0.041856
215,215,377,0,0,1,1,1,2,25,2,1,5843.963508,5004.994798,1.167626,5843.963508,5447.892835,65528.530967,326.972107,153.359131,173.614609,0.001633,0.029708
215,215,377,0,0,1,1,1,2,25,2,1,5843.963508,5004.994798,1.167626,5843.963508,5447.892835,65528.530967,326.972107,153.359131,173.614609,0.001633,0.029708
216,216,265,0,0,1,1,1,3,29,2,1,4634.349361,3396.78685,1.364333,4634.349361,27009.189825,78616.005213,326.502502,256.287018,70.215942,0.000458,0.015151
216,216,265,0,0,1,1,1,3,29,2,1,4634.349361,3396.78685,1.364333,4634.349361,27009.189825,78616.005213,326.502502,256.287018,70.215942,0.000458,0.015151
217,217,339,0,0,1,1,1,3,6,2,1,1395.473808,1172.101875,1.190574,1395.473808,10409.002618,13656.11946,324.967468,183.85936,141.108765,0.000656,0.101119
217,217,339,0,0,1,1,1,3,6,2,1,1395.473808,1172.101875,1.190574,1395.473808,10409.002618,13656.11946,324.967468,183.85936,141.108765,0.000656,0.101119
218,218,226,164,211,4,4,33,1,39,66,6,2551.522163,1754.781471,1.45404,43442.25128,482022.39879,105222.454651,324.41095,310.91748,13.493927,0.000458,0.005289
218,218,226,164,211,4,4,33,1,39,66,6,2551.522163,1754.781471,1.45404,43442.25128,482022.39879,105222.454651,324.41095,310.91748,13.493927,0.000458,0.005289
219,219,227,202,199,3,3,9,2,36,18,4,4217.344396,2683.546738,1.571556,20639.11588,54894.642815,104996.61489,322.683838,310.325073,12.359406,0.000641,0.002931
219,219,227,202,199,3,3,9,2,36,18,4,4217.344396,2683.546738,1.571556,20639.11588,54894.642815,104996.61489,322.683838,310.325073,12.359406,0.000641,0.002931
220,220,264,0,0,1,2,1,2,28,2,1,2704.583061,1900.397287,1.423167,2704.583061,11441.306433,69703.242492,322.49295,256.478729,66.014679,0.000458,0.024408
220,220,264,0,0,1,2,1,2,28,2,1,2704.583061,1900.397287,1.423167,2704.583061,11441.306433,69703.242492,322.49295,256.478729,66.014679,0.000458,0.024408
223,223,264,0,0,1,1,1,3,28,2,1,2483.271864,2184.525865,1.136756,2483.271864,10959.130729,69481.931296,314.586243,256.478912,58.107971,0.000641,0.0234
223,223,264,0,0,1,1,1,3,28,2,1,2483.271864,2184.525865,1.136756,2483.271864,10959.130729,69481.931296,314.586243,256.478912,58.107971,0.000641,0.0234
226,226,266,218,184,4,4,34,1,38,68,6,6239.102631,4016.982447,1.553181,49681.353911,572877.937162,102670.932488,310.917023,255.855255,55.326508,0.26474,0.008868
226,226,266,218,184,4,4,34,1,38,68,6,6239.102631,4016.982447,1.553181,49681.353911,572877.937162,102670.932488,310.917023,255.855255,55.326508,0.26474,0.008868
227,227,228,201,219,3,3,10,2,35,20,4,180.232283,201.013813,0.896616,20819.348163,94241.063157,100779.270494,310.324432,310.321777,0.003113,0.000458,1.7e-05
227,227,228,201,219,3,3,10,2,35,20,4,180.232283,201.013813,0.896616,20819.348163,94241.063157,100779.270494,310.324432,310.321777,0.003113,0.000458,1.7e-05
228,228,293,212,227,3,3,12,2,34,24,4,14499.963497,5565.903904,2.605141,35319.31166,184996.707463,100599.03821,310.32132,227.244019,83.077957,0.000656,0.00573
228,228,293,212,227,3,3,12,2,34,24,4,14499.963497,5565.903904,2.605141,35319.31166,184996.707463,100599.03821,310.32132,227.244019,83.077957,0.000656,0.00573
229,229,345,0,0,1,1,1,2,30,2,1,5294.209531,4295.806265,1.232413,5294.209531,19173.530787,77791.82939,309.416412,193.172638,129.651138,13.407364,0.024489
229,229,345,0,0,1,1,1,2,30,2,1,5294.209531,4295.806265,1.232413,5294.209531,19173.530787,77791.82939,309.416412,193.172638,129.651138,13.407364,0.024489
230,230,259,0,0,1,2,1,2,27,2,1,2039.095513,1784.308751,1.142793,2039.095513,7988.987958,68041.948824,303.92157,266.238281,37.683746,0.000458,0.018481
230,230,259,0,0,1,2,1,2,27,2,1,2039.095513,1784.308751,1.142793,2039.095513,7988.987958,68041.948824,303.92157,266.238281,37.683746,0.000458,0.018481
232,232,520,0,0,1,1,1,2,6,2,1,2404.088644,2195.817945,1.094849,2404.088644,3550.776386,12880.525721,302.861755,69.1772,235.802757,2.118202,0.098084
232,232,520,0,0,1,1,1,2,6,2,1,2404.088644,2195.817945,1.094849,2404.088644,3550.776386,12880.525721,302.861755,69.1772,235.802757,2.118202,0.098084
